,UMAP_1,UMAP_2,labels
Sample_109,6.653549937,5.791175134,beta
Sample_110,8.092857626,6.337472088,beta
Sample_111,8.550581482,4.090799532,beta
Sample_112,8.286547688,4.246805291,beta
Sample_113,9.168219116,6.443474657,beta
Sample_115,6.891703156,7.019357569,beta
Sample_116,-3.561629268,-2.044856184,beta
Sample_117,7.104957131,7.164618618,beta
Sample_119,9.079906014,4.683779813,beta
Sample_120,9.070786026,5.232917375,beta
Sample_122,7.000438717,7.101298697,beta
Sample_124,6.656073597,5.323681123,beta
Sample_125,7.343954829,6.079505689,beta
Sample_126,6.967606571,6.467794783,beta
Sample_127,9.77063134,5.321683533,beta
Sample_128,9.879315403,4.678971774,beta
Sample_129,10.70562222,6.724823124,beta
Sample_130,6.982289341,6.909475453,beta
Sample_131,7.399072912,6.030895717,beta
Sample_132,6.811643627,7.03253258,beta
Sample_133,8.493769673,6.511338598,beta
Sample_134,7.125988034,7.147632487,beta
Sample_135,7.23468521,5.303677089,beta
Sample_136,7.486079243,6.477414257,beta
Sample_137,9.639740494,5.215627975,beta
Sample_138,9.098501232,7.202942974,beta
Sample_139,9.638145474,6.802742607,beta
Sample_140,7.921739605,7.104263909,beta
Sample_141,8.669324902,5.429437167,beta
Sample_142,10.27473405,5.33552397,beta
Sample_143,8.691678074,6.847257263,beta
Sample_145,8.584141758,5.104784853,beta
Sample_147,8.190628794,6.116668231,beta
Sample_148,8.099996594,5.032510645,beta
Sample_149,10.3603101,6.351374752,beta
Sample_150,9.267896202,6.453277237,beta
Sample_151,7.692632941,6.264140017,beta
Sample_152,9.007265118,7.192203886,beta
Sample_153,8.616176632,5.41551543,beta
Sample_154,9.079634217,6.526873476,beta
Sample_155,8.205505636,5.331343658,beta
Sample_156,10.42037824,7.335705645,beta
Sample_157,8.616599348,6.001547701,beta
Sample_158,8.909183529,5.664208657,beta
Sample_159,8.717409638,4.860400743,beta
Sample_160,8.343574312,5.718654639,beta
Sample_161,9.056653527,5.397584445,beta
Sample_162,7.964965609,6.449761278,beta
Sample_163,8.434715536,6.898799069,beta
Sample_164,8.503141907,5.725549228,beta
Sample_165,7.846051243,6.005052931,beta
Sample_166,-2.423335525,1.437476046,beta
Sample_167,8.757401017,6.96157921,beta
Sample_168,7.724096087,6.524150736,beta
Sample_169,8.192491797,5.725535519,beta
Sample_170,8.49130514,5.045098848,beta
Sample_172,7.697421816,7.30565346,beta
Sample_174,8.459913996,5.585027702,beta
Sample_175,7.7640219,6.275685794,beta
Sample_176,8.284925965,6.715619213,beta
Sample_177,9.565184143,7.062202341,beta
Sample_178,8.085173157,6.599321253,beta
Sample_179,10.08408215,5.612278588,beta
Sample_180,9.207119969,4.730737633,beta
Sample_181,9.439424542,7.466897852,beta
Sample_182,7.53764799,5.903707392,beta
Sample_183,8.375537899,5.38859535,beta
Sample_184,8.822546986,6.622617132,beta
Sample_185,8.133276251,5.972534544,beta
Sample_186,9.190372494,5.897206671,beta
Sample_187,8.805068997,5.554375179,beta
Sample_188,7.608733204,4.816165812,beta
Sample_190,8.395758656,4.678061731,beta
Sample_191,8.2369602,5.79977978,beta
Sample_192,7.995867756,6.165970452,beta
Sample_193,7.970793513,7.217812426,beta
Sample_194,8.033861664,5.259741671,beta
Sample_195,9.175920037,6.167384274,beta
Sample_196,8.228888777,5.15629477,beta
Sample_197,8.461258677,6.513333208,beta
Sample_198,9.670586136,4.35931665,beta
Sample_199,9.165911225,4.7199044,beta
Sample_200,9.079639939,5.953597791,beta
Sample_201,8.818871048,6.008497722,beta
Sample_202,7.727628735,5.122369237,beta
Sample_203,7.663704422,4.961769469,beta
Sample_205,8.087109593,4.724679388,beta
Sample_206,9.141760376,5.230907268,beta
Sample_207,8.382962492,4.409830562,beta
Sample_208,-1.524684402,-1.003699415,alpha
Sample_209,-4.797202083,-1.142396562,alpha
Sample_211,-1.661381218,-1.842033022,alpha
Sample_212,-2.800815555,-0.95372545,alpha
Sample_213,-2.791141483,-0.73036825,alpha
Sample_214,-4.501769993,-2.400623434,alpha
Sample_215,-3.2817826,-1.257028692,alpha
Sample_216,-2.536965343,-0.512733572,alpha
Sample_217,-2.798775169,-1.410469644,alpha
Sample_218,-2.298654529,-1.251723402,alpha
Sample_219,-3.179051372,-0.960431211,alpha
Sample_220,-1.646892044,-1.728600137,alpha
Sample_221,-2.361552688,-0.896201723,alpha
Sample_222,-1.96062276,-0.591197603,alpha
Sample_223,-3.164978954,-1.305934065,alpha
Sample_224,-4.019257518,-5.233430498,alpha
Sample_225,-2.661752197,-0.573990934,alpha
Sample_226,-0.95616624,-4.32249605,alpha
Sample_227,-2.312745544,-0.852780931,alpha
Sample_228,-2.926044437,-0.638526552,alpha
Sample_229,-1.995430919,-1.223097914,alpha
Sample_230,-2.559137794,-1.036434286,alpha
Sample_231,-2.382684681,-0.653494947,alpha
Sample_232,-5.626592609,-1.479642504,alpha
Sample_234,-6.789977047,-1.784425848,alpha
Sample_235,-5.977745983,-1.491987818,alpha
Sample_236,-2.346616718,-1.665762537,alpha
Sample_237,-6.648565265,-1.661551588,alpha
Sample_238,-1.706944439,-1.936140173,alpha
Sample_239,-2.406593773,-0.491325491,alpha
Sample_240,-1.862317058,-0.695847624,alpha
Sample_241,-1.960163566,-2.07797777,alpha
Sample_242,-2.074824306,-0.721026533,alpha
Sample_243,-6.115588161,-4.474683397,alpha
Sample_244,-1.615591976,-0.841385477,alpha
Sample_245,-1.628571483,-0.597332113,alpha
Sample_246,-2.460038158,-1.277521723,alpha
Sample_247,-1.541241142,-0.681912534,alpha
Sample_248,-6.135081264,-1.889406793,alpha
Sample_249,-2.480247947,-1.271460169,alpha
Sample_250,-2.197686645,-0.956358545,alpha
Sample_251,-2.015896293,-2.046820276,alpha
Sample_252,-2.138175937,-1.348511808,alpha
Sample_253,-2.667469475,-1.046506994,alpha
Sample_255,-2.438092205,-0.580928438,alpha
Sample_256,-2.084292862,-1.463963621,alpha
Sample_257,-1.803037616,-0.840368383,alpha
Sample_258,-5.055339786,-3.650457495,alpha
Sample_259,-1.78280637,-1.202832334,alpha
Sample_260,-6.766261074,-1.964956396,alpha
Sample_261,-6.422191593,-1.664035433,alpha
Sample_262,-2.342757675,-1.103002661,alpha
Sample_263,-1.877988311,-1.361422174,alpha
Sample_264,-2.255751106,-0.730188005,alpha
Sample_265,-5.173168155,-2.168735616,alpha
Sample_266,-3.760416958,-2.950851076,alpha
Sample_267,-4.506572696,-2.665880792,alpha
Sample_268,-7.569227192,-3.801293962,alpha
Sample_269,-8.01561639,-3.317135923,alpha
Sample_270,-8.485781643,-4.029391878,alpha
Sample_272,-8.446242305,-4.231057756,alpha
Sample_273,-6.548589679,-4.702237718,alpha
Sample_274,-4.566406223,-5.421772592,alpha
Sample_275,-8.033397648,-4.520004862,alpha
Sample_276,-6.185911152,-4.896407717,alpha
Sample_277,-3.79465768,-5.66682493,alpha
Sample_279,-6.757146808,-2.312793367,alpha
Sample_280,-3.908595058,-1.00479471,alpha
Sample_281,-4.850282642,-2.061922663,alpha
Sample_282,-1.646190616,-3.30260288,alpha
Sample_283,-5.745352718,-3.452205293,alpha
Sample_284,-3.187039348,-1.174909704,alpha
Sample_285,-6.197185489,-2.642695062,alpha
Sample_286,-1.062000248,-3.84016382,alpha
Sample_287,-1.592845413,-4.976827257,alpha
Sample_290,-1.318468067,-4.659144991,alpha
Sample_291,-5.501990291,-4.557188623,alpha
Sample_292,-4.789444896,-2.975984209,alpha
Sample_293,-1.841210815,-1.295988672,alpha
Sample_294,-2.063836071,-1.101086252,alpha
Sample_295,-3.569693538,-1.457543009,alpha
Sample_296,-5.594897243,-1.947408788,alpha
Sample_297,-2.924560997,-2.111041181,alpha
Sample_298,-5.246055576,-2.439028852,alpha
Sample_299,-6.167683574,-1.938338869,alpha
Sample_300,-1.405904743,-3.214031809,alpha
Sample_301,-6.379387829,-4.245781534,alpha
Sample_302,-7.217346164,-2.050871008,alpha
Sample_303,-8.171898815,-3.833551996,alpha
Sample_304,-7.437453243,-2.311950319,alpha
Sample_305,-7.292270633,-3.902836435,alpha
Sample_306,-7.677128765,-2.297529333,alpha
Sample_307,-8.084758732,-2.941781156,alpha
Sample_308,-7.850190136,-4.346653574,alpha
Sample_309,-8.011474582,-3.598621004,alpha
Sample_310,-8.341609928,-4.46960985,alpha
Sample_311,-8.220052692,-3.120421999,alpha
Sample_312,-8.316660854,-3.669872396,alpha
Sample_313,-7.661937687,-3.015313261,alpha
Sample_314,-7.382189724,-2.568323248,alpha
Sample_315,-5.01495454,-1.364350431,alpha
Sample_316,-8.329768154,-3.510834329,alpha
Sample_317,-7.817817661,-2.68283283,alpha
Sample_318,-7.928235027,-3.639314764,alpha
Sample_319,-8.070960972,-3.870766275,alpha
Sample_320,-8.324522945,-3.445459001,alpha
Sample_321,-6.611120197,-3.999937647,alpha
Sample_322,-7.5955219,-2.268881433,alpha
Sample_323,-8.44673917,-3.586197489,alpha
Sample_324,-6.158475849,-3.853798502,alpha
Sample_325,-3.959424946,-2.275575273,alpha
Sample_327,-8.539010975,-3.879900568,alpha
Sample_328,-7.513418171,-3.425140493,alpha
Sample_330,-7.775589916,-3.56727516,alpha
Sample_332,-4.934079143,-1.950212114,alpha
Sample_333,-6.582210514,-1.835290067,alpha
Sample_334,-6.680852863,-1.919693582,alpha
Sample_335,-6.424363109,-1.670112245,alpha
Sample_336,-5.530023548,-1.562774771,alpha
Sample_337,-7.207000705,-2.391137235,alpha
Sample_338,-7.408762905,-2.964396112,alpha
Sample_340,-6.604797336,-4.0084778,alpha
Sample_341,-8.30390546,-4.280541055,alpha
Sample_342,-4.232767078,-3.794170969,alpha
Sample_343,-6.661224338,-1.882672899,alpha
Sample_344,-8.176566097,-3.959977739,alpha
Sample_345,-5.400750133,-2.257440202,alpha
Sample_346,-4.035108539,-5.475405329,alpha
Sample_347,-7.743646595,-4.169830911,alpha
Sample_348,-5.234922382,-1.132736318,alpha
Sample_349,-5.823425266,-2.408187979,alpha
Sample_350,-6.4003391,-3.925866716,alpha
Sample_351,-8.224328968,-4.738756769,alpha
Sample_352,-1.337402794,-4.297571771,alpha
Sample_353,-6.547932598,-2.985501402,alpha
Sample_354,-7.992363903,-4.540206545,alpha
Sample_355,-7.915734264,-4.727527254,alpha
Sample_356,-6.518732044,-2.681019895,alpha
Sample_357,-6.712209675,-5.430782907,alpha
Sample_358,-8.331857654,-4.48140394,alpha
Sample_359,-7.179597828,-3.072159403,alpha
Sample_360,-8.020423862,-4.724149339,alpha
Sample_361,-7.827801677,-3.19522249,alpha
Sample_362,-8.517550441,-4.741449945,alpha
Sample_363,-7.009617778,-3.71468889,alpha
Sample_364,-6.970663044,-4.157594316,alpha
Sample_365,-1.837648365,-2.364638441,alpha
Sample_366,-7.574597332,-5.324121111,alpha
Sample_367,-8.359775516,-4.620737665,alpha
Sample_368,-7.993432018,-4.685029619,alpha
Sample_369,-7.756044361,-4.731864565,alpha
Sample_370,-2.546523067,-0.758575075,alpha
Sample_372,-7.2753391,-5.619058244,alpha
Sample_373,-7.246116611,-4.007135027,alpha
Sample_374,-7.077369663,-3.532560461,alpha
Sample_375,-4.77126691,-3.767474764,alpha
Sample_376,-8.257696125,-4.378191583,alpha
Sample_377,-6.710557911,-3.562369936,alpha
Sample_378,-5.63888261,-0.859358423,alpha
Sample_379,-6.69401643,-2.358370893,alpha
Sample_380,-1.752916786,-2.306292646,alpha
Sample_381,-8.445197078,-4.528840654,alpha
Sample_382,-6.788279506,-4.873020761,alpha
Sample_383,-8.164429638,-4.043230646,alpha
Sample_384,-7.664457294,-3.209941023,alpha
Sample_387,-6.714671108,-1.435211771,alpha
Sample_388,-6.190123531,-5.774948709,alpha
Sample_389,-8.499166462,-4.262717836,alpha
Sample_390,-8.422886821,-3.51855623,alpha
Sample_391,-6.184205982,-2.879341238,alpha
Sample_392,-7.567202541,-2.314274423,alpha
Sample_393,-7.585875484,-3.890638941,alpha
Sample_394,-7.525118801,-2.387285345,alpha
Sample_395,-3.553039524,-3.326285475,alpha
Sample_396,-6.419336292,-2.114686125,alpha
Sample_397,-7.717349025,-3.693901651,alpha
Sample_398,-8.02133176,-4.087698572,alpha
Sample_399,-4.679080936,-2.331479662,alpha
Sample_400,-4.541702244,-4.044047945,alpha
Sample_401,-7.860333416,-2.81800472,alpha
Sample_402,-7.609759304,-3.747985475,alpha
Sample_403,-6.838411304,-3.282918089,alpha
Sample_404,-6.127138111,-0.975405805,alpha
Sample_405,-6.231630298,-1.774400347,alpha
Sample_406,-5.848940822,-3.573058718,alpha
Sample_407,-1.600367996,-2.512186163,alpha
Sample_408,-7.884737941,-5.133549326,alpha
Sample_409,-4.1344547,-1.962800615,alpha
Sample_410,-6.288552257,-2.883539789,alpha
Sample_411,-6.426140758,-2.845071428,alpha
Sample_412,-6.873727771,-2.770478361,alpha
Sample_413,-6.552779171,-3.506284826,alpha
Sample_414,-6.036812755,-3.065758341,alpha
Sample_416,-3.577679607,-2.060090654,alpha
Sample_417,-5.010395023,-2.907491319,alpha
Sample_418,-4.073634121,-1.610586279,alpha
Sample_419,-4.295357677,-0.78060829,alpha
Sample_421,-6.03469083,-3.263861292,alpha
Sample_422,-4.095893833,-1.767707937,alpha
Sample_423,-4.127317402,-1.585410707,alpha
Sample_424,-4.700302097,0.629999525,alpha
Sample_425,-6.87862775,-3.448360079,alpha
Sample_426,-4.303144428,-1.199746244,alpha
Sample_427,-6.658499691,-3.453210943,alpha
Sample_428,-6.945430729,-4.361713045,alpha
Sample_429,-2.593745681,1.341829903,alpha
Sample_430,-4.049908611,-0.847797506,alpha
Sample_431,-4.091045353,-2.333358877,alpha
Sample_432,-7.22272298,-5.449782961,alpha
Sample_433,-3.72439191,-3.09208309,alpha
Sample_435,-4.483893367,0.730684645,alpha
Sample_438,-3.599871608,-2.754535787,alpha
Sample_439,-1.223468277,-4.019234293,alpha
Sample_440,-6.793809864,-3.684926145,alpha
Sample_441,-4.481018993,-0.166839712,alpha
Sample_442,-3.445101711,-5.550224893,alpha
Sample_443,-4.657366726,0.271730787,alpha
Sample_444,-4.653986904,-0.315696829,alpha
Sample_445,-7.372428867,-3.729021662,alpha
Sample_446,-5.720380756,-1.456190222,alpha
Sample_447,-4.231549236,0.693251974,alpha
Sample_448,-4.102082226,-0.72924053,alpha
Sample_449,-4.046016666,0.362396128,alpha
Sample_450,-4.218926403,-3.621540659,alpha
Sample_451,-6.2134361,-2.341851347,alpha
Sample_453,-4.811619732,0.357743866,alpha
Sample_454,-4.534976932,0.546178705,alpha
Sample_455,-4.438794109,-2.775991552,alpha
Sample_456,-7.639698002,-5.147959345,alpha
Sample_457,-4.373363468,0.503380425,alpha
Sample_458,-4.480135891,0.237735636,alpha
Sample_459,-5.715568515,-1.005802744,alpha
Sample_460,-5.344048473,-0.544961088,alpha
Sample_461,-8.200072262,-3.937246912,alpha
Sample_462,-4.402959797,0.624046929,alpha
Sample_463,-4.611125919,-0.219581716,alpha
Sample_464,-4.928715679,0.565051205,alpha
Sample_465,-8.141406986,-3.906514757,alpha
Sample_467,-4.711564991,-0.092211359,alpha
Sample_468,-7.851449939,-3.79639303,alpha
Sample_469,-4.690459224,-3.356236093,alpha
Sample_470,-3.46512315,-1.165877931,alpha
Sample_471,-4.357292148,0.650838024,alpha
Sample_472,-6.343416187,-5.192977541,alpha
Sample_473,-5.79164693,-3.539270036,alpha
Sample_474,-8.373534176,-4.651085489,alpha
Sample_475,-7.694363567,-3.196070783,alpha
Sample_476,-4.502130481,0.56756509,alpha
Sample_477,-7.138297054,-4.189951532,alpha
Sample_478,-4.673192951,-5.467117899,alpha
Sample_479,-5.839372608,-4.752627008,alpha
Sample_480,-3.198801967,-4.198591821,alpha
Sample_481,-5.606188747,-4.719995134,alpha
Sample_482,-5.067409488,-5.235019319,alpha
Sample_483,-2.808464023,-4.774376505,alpha
Sample_484,-3.67580888,-5.503450983,alpha
Sample_485,-4.490702602,-4.842510813,alpha
Sample_486,-6.253670665,-4.918705576,alpha
Sample_487,-4.965573284,-5.82450258,alpha
Sample_489,-5.122359249,-4.989441507,alpha
Sample_491,-7.083851787,-4.96374666,alpha
Sample_492,-6.538559887,-6.143548601,alpha
Sample_493,-4.502112362,-5.822093599,alpha
Sample_494,-6.033611271,-4.678331011,alpha
Sample_495,-6.606657955,-5.507866495,alpha
Sample_496,-5.412294361,-4.003934496,alpha
Sample_497,-7.477324459,-4.5411812,alpha
Sample_498,-6.436465236,-5.044387453,alpha
Sample_499,-5.688846561,-4.086710565,alpha
Sample_500,-5.02793214,-2.980356329,alpha
Sample_501,-5.763357135,-2.880871408,alpha
Sample_502,-4.535356495,-5.077732675,alpha
Sample_503,-6.578539821,-5.661585443,alpha
Sample_504,-5.003912899,-5.610382669,alpha
Sample_505,-6.863203975,-4.372706049,alpha
Sample_506,-5.368907901,-5.549555414,alpha
Sample_507,-2.797331306,-5.093568437,alpha
Sample_508,-5.274330112,-5.629279726,alpha
Sample_509,-4.226198169,-5.217943781,alpha
Sample_510,-6.182697269,-5.143332117,alpha
Sample_513,-4.657421085,-5.687245004,alpha
Sample_514,-5.149717304,-3.453154199,alpha
Sample_515,-4.858631107,-4.574997537,alpha
Sample_516,7.832533625,7.999434836,alpha
Sample_517,-5.65041444,-1.391069525,alpha
Sample_518,-4.108230564,-5.173276537,alpha
Sample_519,-5.221031162,-3.925870531,alpha
Sample_520,-6.459509823,-4.497880571,alpha
Sample_521,-4.283213588,-2.692904108,alpha
Sample_522,-5.197707149,-4.033737772,alpha
Sample_523,-6.145483944,-5.337212198,alpha
Sample_524,-4.60834119,-3.211947553,alpha
Sample_525,-5.21379945,-5.749346369,alpha
Sample_526,-1.954277012,-4.83211004,alpha
Sample_527,-6.953343364,-5.676055544,alpha
Sample_528,-3.756316158,-1.730945223,alpha
Sample_530,-6.355514499,-3.55688154,alpha
Sample_532,-2.011307213,-4.777791612,alpha
Sample_533,-4.886031124,-4.177684419,alpha
Sample_534,-4.370105716,-3.439362638,alpha
Sample_535,-5.477147075,-5.50879442,alpha
Sample_536,-2.47592971,1.13354171,alpha
Sample_537,-5.237737629,-4.619221323,alpha
Sample_538,-3.475039455,-4.700868242,alpha
Sample_539,-5.453968975,-4.876715296,alpha
Sample_540,-3.245900127,-4.641180628,alpha
Sample_541,-4.937149021,-6.122362726,alpha
Sample_542,-3.378880474,-5.126099222,alpha
Sample_543,-5.369002315,-5.045290582,alpha
Sample_544,-2.892376396,-4.947100275,alpha
Sample_546,-5.989111873,-6.12228071,alpha
Sample_547,-5.335006687,-4.936399095,alpha
Sample_548,-3.852105114,-4.806588762,alpha
Sample_549,-3.980879757,-4.282515161,alpha
Sample_550,-4.768042537,-5.313571565,alpha
Sample_551,-5.453644726,-3.407689684,alpha
Sample_552,-4.830398533,-5.079324358,alpha
Sample_554,-5.548116657,-2.913648241,alpha
Sample_555,-3.275003406,-4.340456598,alpha
Sample_556,-5.890706035,-4.359859102,alpha
Sample_557,-5.534814808,-5.925977342,alpha
Sample_558,-7.565791103,-4.088035219,alpha
Sample_559,-6.39048669,-4.452372186,alpha
Sample_560,-3.77451131,-3.828759783,alpha
Sample_561,-5.397728893,-5.427540415,alpha
Sample_562,-6.265228245,-2.686379545,alpha
Sample_563,-5.372376415,-3.253279321,alpha
Sample_564,-4.421985599,-3.495431059,alpha
Sample_565,-1.000498745,-4.893767946,alpha
Sample_566,-4.99343774,-3.764224642,alpha
Sample_567,-6.99229047,-6.036198252,alpha
Sample_568,-4.939637157,-4.638249986,alpha
Sample_570,-5.38024995,-3.220050447,alpha
Sample_571,-4.470159504,-2.137525671,alpha
Sample_572,-5.890113804,-2.286838644,alpha
Sample_575,-7.782792064,-4.412891023,alpha
Sample_576,-4.851160022,-2.362146967,alpha
Sample_577,-7.488687488,-3.32405483,alpha
Sample_578,-6.296851131,-2.687443369,alpha
Sample_579,-7.482939693,-2.889166467,alpha
Sample_580,-4.89434621,-1.904782408,alpha
Sample_581,-5.440014812,-1.290404909,alpha
Sample_582,-6.426005336,-2.691253774,alpha
Sample_583,-5.787117931,-2.021147363,alpha
Sample_584,-7.243942234,-4.34300577,alpha
Sample_585,-0.001451942,0.184327967,delta
Sample_586,-0.035712215,-0.162931555,delta
Sample_587,0.819198397,1.021690256,delta
Sample_588,1.446078804,0.604297287,delta
Sample_589,0.490914849,0.594806559,delta
Sample_590,0.901962784,0.82765568,delta
Sample_591,1.610388068,1.476998455,delta
Sample_592,1.686453369,0.578669197,delta
Sample_593,0.757495907,0.658599026,delta
Sample_594,0.587640789,0.468315012,delta
Sample_595,1.687555817,0.974009163,delta
Sample_596,-0.893760654,-4.144746416,delta
Sample_597,-0.841433498,-3.94313299,delta
Sample_598,1.026261595,0.73617471,delta
Sample_599,1.060787228,0.938843138,delta
Sample_600,1.690092114,0.899972088,delta
Sample_601,1.321358946,0.889983065,delta
Sample_602,0.848909167,0.751627333,delta
Sample_603,1.284345654,0.662763245,delta
Sample_604,0.986423519,0.86134041,delta
Sample_605,1.867542532,0.627754576,delta
Sample_606,1.451939133,0.677943594,delta
Sample_607,1.269751099,0.633360512,delta
Sample_608,0.930152443,1.055674679,delta
Sample_609,1.633701113,0.256179697,delta
Sample_610,1.524435547,0.864241965,delta
Sample_611,1.347129134,0.93817652,delta
Sample_612,1.729226616,0.474059708,delta
Sample_613,2.85158923,3.145430333,gamma
Sample_614,4.20572218,2.532741554,gamma
Sample_615,-1.867200824,-0.828386896,gamma
Sample_616,10.74842837,5.81798721,gamma
Sample_617,4.00919458,3.155345328,gamma
Sample_619,3.537604597,2.551632769,gamma
Sample_620,4.057671634,2.82115627,gamma
Sample_621,3.762815562,2.582890637,gamma
Sample_622,4.716048946,4.023902542,gamma
Sample_623,4.19942331,3.574954934,gamma
Sample_624,4.608946806,3.264954216,gamma
Sample_625,3.984970597,2.833473212,gamma
Sample_626,-0.558377716,-3.654123895,gamma
Sample_627,3.897078124,3.071556098,gamma
Sample_628,3.872628477,2.671322472,gamma
Sample_629,3.677335468,3.237307436,gamma
Sample_630,4.388065723,3.323763258,gamma
Sample_631,3.612196711,3.120383866,gamma
Sample_633,4.03695288,3.820133425,gamma
Sample_634,3.864672747,3.802306301,gamma
Sample_635,3.963165787,3.642433591,gamma
Sample_636,4.187352327,2.555859692,gamma
Sample_637,3.57393935,3.60315407,gamma
Sample_638,3.401226667,2.669585354,gamma
Sample_639,4.049587277,3.515607841,gamma
Sample_641,4.192318258,2.945768959,gamma
Sample_643,3.882113305,3.194125659,gamma
Sample_644,3.569455174,2.62169636,gamma
Sample_646,3.714496699,3.929197855,gamma
Sample_647,2.862695363,2.324469812,gamma
Sample_650,3.648328927,3.293642647,gamma
Sample_651,4.473904801,3.221104152,gamma
Sample_652,10.18404534,5.377869017,beta
Sample_653,8.387410906,4.85339374,beta
Sample_654,7.845239428,5.047921366,beta
Sample_655,8.54882386,5.938420899,beta
Sample_656,9.954820183,4.249251954,beta
Sample_657,9.811637429,4.473242528,beta
Sample_658,9.927244213,5.49923814,beta
Sample_659,8.559648064,5.125853247,beta
Sample_660,7.963919667,4.860511787,beta
Sample_661,9.909477261,4.308544352,beta
Sample_662,11.68312695,7.766123898,beta
Sample_663,11.88614657,7.812869675,beta
Sample_664,11.94692519,7.694147713,beta
Sample_666,11.94298795,7.762079603,beta
Sample_668,-2.381533596,1.437980301,beta
Sample_669,11.94240048,7.672117359,beta
Sample_670,11.94559386,7.857111103,beta
