,UMAP_1,UMAP_2,labels
human1_lib1.final_cell_0133,-8.613315945,10.22265224,beta
human1_lib1.final_cell_0134,-12.34059847,-9.059203816,acinar
human1_lib1.final_cell_0135,5.18241703,1.120421218,alpha
human1_lib1.final_cell_0136,-6.523482208,10.52108269,beta
human1_lib1.final_cell_0137,-8.257182007,11.05327206,beta
human1_lib1.final_cell_0138,7.11772644,1.193260716,alpha
human1_lib1.final_cell_0139,-8.331426029,10.59079819,beta
human1_lib1.final_cell_0140,13.81034052,5.103709029,delta
human1_lib1.final_cell_0141,-7.686725979,6.497924613,beta
human1_lib1.final_cell_0142,-6.817979698,10.57236938,beta
human1_lib1.final_cell_0143,-6.644593125,10.80261116,beta
human1_lib1.final_cell_0144,-5.927110558,10.04478531,beta
human1_lib1.final_cell_0145,-6.711840992,11.37234096,beta
human1_lib1.final_cell_0146,13.86044752,5.629158305,delta
human1_lib1.final_cell_0147,-7.774307137,7.002211379,beta
human1_lib1.final_cell_0148,-4.547395592,-7.500818444,ductal
human1_lib1.final_cell_0149,-4.736560946,-7.23050089,ductal
human1_lib1.final_cell_0150,-6.811264401,9.206725883,beta
human1_lib1.final_cell_0151,-7.0722369,7.668352889,beta
human1_lib1.final_cell_0152,-8.48382843,10.7299345,beta
human1_lib1.final_cell_0153,-8.355813866,10.46762447,beta
human1_lib1.final_cell_0154,14.18723452,5.568962859,delta
human1_lib1.final_cell_0155,-8.011931782,9.506682204,beta
human1_lib1.final_cell_0156,1.355984087,-15.33358212,activated_stellate
human1_lib1.final_cell_0157,-6.09215725,10.53261452,beta
human1_lib1.final_cell_0158,-6.468776589,8.650928306,beta
human1_lib1.final_cell_0159,5.377329941,1.108546542,alpha
human1_lib1.final_cell_0160,-2.452515488,11.98134117,beta
human1_lib1.final_cell_0161,6.496834392,1.335021781,alpha
human1_lib1.final_cell_0162,-6.648941879,10.80095177,beta
human1_lib1.final_cell_0163,3.78084528,4.821905421,gamma
human1_lib1.final_cell_0164,-7.662319069,9.564136313,beta
human1_lib1.final_cell_0165,-8.144418602,10.07872753,beta
human1_lib1.final_cell_0166,-5.758981114,6.991453933,beta
human1_lib1.final_cell_0167,-7.219463711,5.887820052,beta
human1_lib1.final_cell_0168,-6.103500252,10.35371284,beta
human1_lib1.final_cell_0169,-6.868302231,10.2961586,beta
human1_lib1.final_cell_0170,-5.463334923,9.509843635,beta
human1_lib1.final_cell_0171,-12.87684,-8.378248406,acinar
human1_lib1.final_cell_0172,-7.876197224,5.894131469,beta
human1_lib1.final_cell_0173,-12.46067083,-9.034543229,acinar
human1_lib1.final_cell_0174,-6.024689083,10.82442455,beta
human1_lib1.final_cell_0175,-8.432959442,10.81188278,beta
human1_lib1.final_cell_0176,-7.358788853,10.74379234,beta
human1_lib1.final_cell_0177,-13.23193872,-8.448973371,acinar
human1_lib1.final_cell_0178,12.43164598,5.269121455,delta
human1_lib1.final_cell_0179,-7.049084549,11.13066368,beta
human1_lib1.final_cell_0180,13.26195776,4.474263953,delta
human1_lib1.final_cell_0181,-5.921078091,11.20476894,beta
human1_lib1.final_cell_0182,-11.85111464,-8.862049294,acinar
human1_lib1.final_cell_0183,6.199024315,1.648891973,alpha
human1_lib1.final_cell_0184,-7.320143585,10.84334736,beta
human1_lib1.final_cell_0185,5.122305031,1.463132667,alpha
human1_lib1.final_cell_0186,-6.543966179,10.51797371,beta
human1_lib1.final_cell_0187,6.594067211,0.982025909,alpha
human1_lib1.final_cell_0188,5.363411064,-23.5789072,endothelial
human1_lib1.final_cell_0189,-7.438526039,7.724060821,beta
human1_lib1.final_cell_0190,-6.901213055,11.21001606,beta
human1_lib1.final_cell_0191,7.437883015,0.923596191,alpha
human1_lib1.final_cell_0192,13.46296083,5.238712596,delta
human1_lib1.final_cell_0193,-6.481485729,11.34628467,beta
human1_lib1.final_cell_0194,-8.024822598,10.02168732,beta
human1_lib1.final_cell_0195,12.97432196,5.381094741,delta
human1_lib1.final_cell_0196,-7.013048535,10.41241531,beta
human1_lib1.final_cell_0197,3.660542602,4.700007247,gamma
human1_lib1.final_cell_0198,6.583979244,0.993826198,alpha
human1_lib1.final_cell_0199,-6.087251072,10.60660534,beta
human1_lib1.final_cell_0200,-6.880905037,10.32305412,beta
human1_lib1.final_cell_0201,13.82796823,5.514915752,delta
human1_lib1.final_cell_0202,6.424704189,0.789030599,alpha
human1_lib1.final_cell_0203,-0.82984401,-8.743121816,ductal
human1_lib1.final_cell_0204,-6.572977905,11.28565864,beta
human1_lib1.final_cell_0205,4.159556503,1.65378456,alpha
human1_lib1.final_cell_0206,-6.266282444,11.43113785,beta
human1_lib1.final_cell_0207,-2.450658684,-9.010238839,ductal
human1_lib1.final_cell_0208,6.175970192,1.433330106,alpha
human1_lib1.final_cell_0209,-3.869548922,-8.59402628,ductal
human1_lib1.final_cell_0210,-6.760905152,9.58251934,beta
human1_lib1.final_cell_0211,-5.487870579,10.62600784,beta
human1_lib1.final_cell_0212,6.139170284,0.709464835,alpha
human1_lib1.final_cell_0213,-6.859792595,10.94056396,beta
human1_lib1.final_cell_0214,-7.592087155,9.533968734,beta
human1_lib1.final_cell_0215,0.343587274,-20.02418728,quiescent_stellate
human1_lib1.final_cell_0216,-2.827773934,-8.912534905,ductal
human1_lib1.final_cell_0217,-6.293012505,-6.678745938,ductal
human1_lib1.final_cell_0218,1.707568998,-19.00236149,endothelial
human1_lib1.final_cell_0219,1.684120769,-15.33838101,activated_stellate
human1_lib1.final_cell_0220,-7.135837917,10.2343586,beta
human1_lib1.final_cell_0221,13.89537203,4.858672904,delta
human1_lib1.final_cell_0222,4.717715378,5.109591292,gamma
human1_lib1.final_cell_0223,-6.854960327,10.63202171,beta
human1_lib1.final_cell_0224,-6.059045677,8.469792174,beta
human1_lib1.final_cell_0225,-6.394788628,10.50981026,beta
human1_lib1.final_cell_0226,7.213558788,0.556534099,alpha
human1_lib1.final_cell_0227,-6.877926712,10.0136879,beta
human1_lib1.final_cell_0228,-6.741464977,10.86864738,beta
human1_lib1.final_cell_0229,13.92702162,4.879790591,delta
human1_lib1.final_cell_0230,-4.828130608,-5.732684089,ductal
human1_lib1.final_cell_0231,-6.141222363,9.96932392,beta
human1_lib1.final_cell_0232,12.79808199,4.464743423,delta
human1_lib1.final_cell_0233,13.8681246,5.716260242,delta
human1_lib1.final_cell_0234,-6.625659351,10.18171673,beta
human1_lib1.final_cell_0235,12.93596422,5.419724273,delta
human1_lib1.final_cell_0236,-7.731973534,8.525589751,beta
human1_lib1.final_cell_0237,1.548632259,-15.21088619,activated_stellate
human1_lib1.final_cell_0238,-5.750988369,7.796325492,beta
human1_lib1.final_cell_0239,-7.251209622,9.420336532,beta
human1_lib1.final_cell_0240,13.40770399,4.438776778,delta
human1_lib1.final_cell_0241,-7.188341503,11.47437076,beta
human1_lib1.final_cell_0242,0.923730726,-19.65313931,quiescent_stellate
human1_lib1.final_cell_0243,-5.941255932,10.69772129,beta
human1_lib1.final_cell_0244,-12.68805445,-8.269806577,acinar
human1_lib1.final_cell_0245,6.847795124,0.081153678,alpha
human1_lib1.final_cell_0246,12.52625906,4.71649866,delta
human1_lib1.final_cell_0247,-5.631908779,11.35637455,beta
human1_lib1.final_cell_0248,6.644035454,1.744946765,alpha
human1_lib1.final_cell_0249,-7.132568722,9.487768935,beta
human1_lib1.final_cell_0250,5.405527706,-21.96444721,endothelial
human1_lib1.final_cell_0251,12.7871195,4.871633338,delta
human1_lib1.final_cell_0252,14.27661573,6.601867484,delta
human1_lib1.final_cell_0253,-7.932735806,9.372362899,beta
human1_lib1.final_cell_0254,-3.37113369,12.11293774,beta
human1_lib1.final_cell_0255,13.66894114,5.664086627,delta
human1_lib1.final_cell_0256,3.665906544,4.580500411,gamma
human1_lib1.final_cell_0257,4.165775413,1.384442138,alpha
human1_lib1.final_cell_0258,-6.665748482,10.25032883,beta
human1_lib1.final_cell_0259,-7.381504898,9.890316772,beta
human1_lib1.final_cell_0260,-6.442489987,9.041055488,beta
human1_lib1.final_cell_0261,-5.831609612,-6.225554181,ductal
human1_lib1.final_cell_0262,12.64275801,4.612376021,delta
human1_lib1.final_cell_0263,6.700203533,0.42265849,alpha
human1_lib1.final_cell_0264,-8.352175598,10.73841934,beta
human1_lib1.final_cell_0265,3.790057773,4.762494849,gamma
human1_lib1.final_cell_0266,-7.964515095,10.34889965,beta
human1_lib1.final_cell_0267,-6.043120747,9.990296172,beta
human1_lib1.final_cell_0268,-5.832270985,11.81583958,beta
human1_lib1.final_cell_0269,1.462755079,-19.28989048,quiescent_stellate
human1_lib1.final_cell_0270,4.245693798,1.47132759,alpha
human1_lib1.final_cell_0271,13.60147345,5.421974944,delta
human1_lib1.final_cell_0272,6.443433876,0.523347901,alpha
human1_lib1.final_cell_0273,4.509939785,-21.86910839,endothelial
human1_lib1.final_cell_0274,3.813372249,1.402180718,alpha
human1_lib1.final_cell_0275,13.3832966,5.292477893,delta
human1_lib1.final_cell_0276,-7.259972458,10.76989918,beta
human1_lib1.final_cell_0277,3.842973347,4.258932876,gamma
human1_lib1.final_cell_0278,-3.206300383,-8.315010739,ductal
human1_lib1.final_cell_0279,6.01114666,1.499670791,alpha
human1_lib1.final_cell_0280,4.216661568,1.927822637,alpha
human1_lib1.final_cell_0281,14.05360662,4.980665492,delta
human1_lib1.final_cell_0282,-7.683999424,10.7841795,beta
human1_lib1.final_cell_0283,-5.670933132,10.98079471,beta
human1_lib1.final_cell_0284,-4.658842449,-7.173052026,ductal
human1_lib1.final_cell_0285,7.079746361,0.178682851,alpha
human1_lib1.final_cell_0286,-7.776268845,8.815234946,beta
human1_lib1.final_cell_0287,12.72156393,5.565201568,delta
human1_lib1.final_cell_0288,16.62179243,-2.516313476,macrophage
human1_lib1.final_cell_0289,5.030671234,-22.18995113,endothelial
human1_lib1.final_cell_0290,-6.783541088,11.4707201,beta
human1_lib1.final_cell_0291,-6.01380003,11.25800304,beta
human1_lib1.final_cell_0292,-6.779274349,7.263698386,beta
human1_lib1.final_cell_0293,-7.948869114,6.312344359,beta
human1_lib1.final_cell_0294,-5.208588486,10.60969715,beta
human1_lib1.final_cell_0295,-7.135945206,10.25907688,beta
human1_lib1.final_cell_0296,-6.18951643,10.97601871,beta
human1_lib1.final_cell_0297,-6.454437618,7.909020232,beta
human1_lib1.final_cell_0298,-6.862984543,11.23491745,beta
human1_lib1.final_cell_0299,-6.646860962,9.737220573,beta
human1_lib1.final_cell_0300,-5.584298973,8.480349349,beta
human1_lib1.final_cell_0301,4.219987507,4.8041337,gamma
human1_lib1.final_cell_0302,5.53231823,-21.70955486,endothelial
human1_lib1.final_cell_0303,-7.756930237,10.25059204,beta
human1_lib1.final_cell_0304,-7.937798863,9.718051719,beta
human1_lib1.final_cell_0305,-6.616485005,6.45737152,beta
human1_lib1.final_cell_0306,12.90408575,4.82564144,delta
human1_lib1.final_cell_0307,-5.423494702,10.51922398,beta
human1_lib1.final_cell_0308,3.97597229,4.639861392,gamma
human1_lib1.final_cell_0309,12.54689371,3.116622733,epsilon
human1_lib1.final_cell_0310,13.46226751,5.815956878,delta
human1_lib1.final_cell_0311,-6.895464306,10.0061758,beta
human1_lib1.final_cell_0312,-7.653420811,10.19849281,beta
human1_lib1.final_cell_0313,3.5922476,4.795613574,gamma
human1_lib1.final_cell_0314,-7.23535717,9.701838302,beta
human1_lib1.final_cell_0315,12.07754194,3.475573825,beta
human1_lib1.final_cell_0316,-5.876851444,10.5356863,beta
human1_lib1.final_cell_0317,-7.734868412,10.63842754,beta
human1_lib1.final_cell_0318,-7.123442536,8.209818648,beta
human1_lib1.final_cell_0319,5.157421703,-23.11605663,endothelial
human1_lib1.final_cell_0320,-7.291593914,10.41089897,beta
human1_lib1.final_cell_0321,13.18783152,5.295115756,delta
human1_lib1.final_cell_0322,8.498409862,-0.774098469,alpha
human1_lib1.final_cell_0323,12.39643633,2.655130195,epsilon
human1_lib1.final_cell_0324,6.863031502,1.334186601,alpha
human1_lib1.final_cell_0325,1.806224699,-19.61701412,quiescent_stellate
human1_lib1.final_cell_0326,5.297389622,-0.598853184,alpha
human1_lib1.final_cell_0327,6.265558834,1.692910003,alpha
human1_lib1.final_cell_0328,-7.693123703,11.01084118,beta
human1_lib1.final_cell_0329,-7.097703819,10.20849018,beta
human1_lib1.final_cell_0330,-6.049578076,-6.688624574,ductal
human1_lib1.final_cell_0331,-6.695883637,5.63425331,beta
human1_lib1.final_cell_0332,3.081798429,0.889778899,alpha
human1_lib1.final_cell_0333,-7.328913574,8.938416289,beta
human1_lib1.final_cell_0334,4.207674141,1.746658134,alpha
human1_lib1.final_cell_0335,-7.834323292,8.205408858,beta
human1_lib1.final_cell_0336,-6.974229221,5.698952483,beta
human1_lib1.final_cell_0337,14.29945051,4.908059882,delta
human1_lib1.final_cell_0338,13.70030748,5.48196535,delta
human1_lib1.final_cell_0339,-5.798261051,10.95052795,beta
human1_lib1.final_cell_0340,-7.195974713,6.037075805,beta
human1_lib1.final_cell_0341,-6.134084587,10.60609417,beta
human1_lib1.final_cell_0342,-5.734456902,-8.00559826,ductal
human1_lib1.final_cell_0343,-12.77857817,-8.914770318,acinar
human1_lib1.final_cell_0344,-5.918917065,11.16768341,beta
human1_lib1.final_cell_0345,-6.696715241,10.53049259,alpha
human1_lib1.final_cell_0346,-6.551123505,11.18742733,beta
human1_lib1.final_cell_0347,-6.632844811,10.21838074,beta
human1_lib1.final_cell_0348,4.945698376,1.528972911,alpha
human1_lib1.final_cell_0349,-7.08612526,9.850973891,beta
human1_lib1.final_cell_0350,0.849961514,-19.76077671,quiescent_stellate
human1_lib1.final_cell_0351,-7.531180267,11.15021877,beta
human1_lib1.final_cell_0352,3.623743172,4.55164318,gamma
human1_lib1.final_cell_0353,-6.979426747,10.48168163,beta
human1_lib1.final_cell_0354,3.405168171,4.478789615,gamma
human1_lib1.final_cell_0355,5.195705051,-22.65197392,endothelial
human1_lib1.final_cell_0356,-7.240654831,8.89771347,beta
human1_lib1.final_cell_0357,6.351358528,1.388068246,alpha
human1_lib1.final_cell_0358,6.603226299,-14.62913532,schwann
human1_lib1.final_cell_0359,-5.971277599,11.47378616,beta
human1_lib1.final_cell_0360,1.327843542,-19.00954456,quiescent_stellate
human1_lib1.final_cell_0361,5.171992893,-22.40568562,endothelial
human1_lib1.final_cell_0362,4.284394855,4.492361831,gamma
human1_lib1.final_cell_0363,-6.994779472,11.28688602,beta
human1_lib1.final_cell_0364,-6.499172573,9.837446021,beta
human1_lib1.final_cell_0365,7.018585796,0.502092647,alpha
human1_lib1.final_cell_0366,6.788756008,0.750433969,alpha
human1_lib1.final_cell_0367,3.912070865,4.189063834,gamma
human1_lib1.final_cell_0368,-5.915653591,11.60778789,beta
human1_lib1.final_cell_0369,-7.366761093,6.712335395,beta
human1_lib1.final_cell_0370,14.07354795,4.886153029,delta
human1_lib1.final_cell_0371,-12.72005499,-9.017373753,acinar
human1_lib1.final_cell_0372,-13.19501913,-8.247173024,acinar
human1_lib1.final_cell_0373,4.084185238,4.930031585,gamma
human1_lib1.final_cell_0374,-2.386005168,-8.328088952,ductal
human1_lib1.final_cell_0375,-5.539844875,-6.111013127,ductal
human1_lib1.final_cell_0376,5.560198421,-22.02596302,endothelial
human1_lib1.final_cell_0377,14.37029039,5.652741241,delta
human1_lib1.final_cell_0378,-7.442099934,9.216858672,beta
human1_lib1.final_cell_0379,-5.01030386,12.0749939,beta
human1_lib1.final_cell_0380,5.553561802,-23.3087141,endothelial
human1_lib1.final_cell_0381,7.198680515,0.595904874,alpha
human1_lib1.final_cell_0382,-12.86166037,-8.944352818,acinar
human1_lib1.final_cell_0383,5.561809177,-22.18001576,endothelial
human1_lib1.final_cell_0384,5.433554287,-21.26073666,endothelial
human1_lib1.final_cell_0385,6.480667705,1.117032575,alpha
human1_lib1.final_cell_0386,-7.091290836,5.749822902,beta
human1_lib1.final_cell_0387,-6.533764248,8.111989783,beta
human1_lib1.final_cell_0388,3.294515247,4.238866138,gamma
human1_lib1.final_cell_0389,-7.147857552,9.772069739,beta
human1_lib1.final_cell_0390,7.60970747,-1.058216048,alpha
human1_lib1.final_cell_0391,-5.998279934,8.207217979,beta
human1_lib1.final_cell_0392,-6.723315125,9.849114226,beta
human1_lib1.final_cell_0393,-6.29774416,9.914969253,beta
human1_lib1.final_cell_0394,-7.042786007,5.913468169,beta
human1_lib1.final_cell_0395,-6.026561623,10.12788658,beta
human1_lib1.final_cell_0396,13.18998205,5.164856719,delta
human1_lib1.final_cell_0397,-6.482050305,6.091220664,beta
human1_lib1.final_cell_0398,1.532646532,-18.70759602,quiescent_stellate
human1_lib1.final_cell_0399,1.214511866,-15.31502266,activated_stellate
human1_lib1.final_cell_0400,-6.271668797,11.19254093,beta
human1_lib1.final_cell_0401,4.372145767,1.156617927,alpha
human1_lib1.final_cell_0402,-7.445710068,5.987410354,beta
human1_lib1.final_cell_0403,4.151350136,4.813061046,gamma
human1_lib1.final_cell_0404,1.189903493,-19.80002613,quiescent_stellate
human1_lib1.final_cell_0405,-7.43156517,10.77688103,beta
human1_lib1.final_cell_0406,5.609319324,1.517478751,alpha
human1_lib1.final_cell_0407,0.621282573,-20.11420841,quiescent_stellate
human1_lib1.final_cell_0408,5.676322098,-23.450453,endothelial
human1_lib1.final_cell_0409,-6.450317745,9.872988509,beta
human1_lib1.final_cell_0410,-4.109470015,-8.128255082,ductal
human1_lib1.final_cell_0411,5.865049953,-21.9976923,endothelial
human1_lib1.final_cell_0412,-5.863337402,-8.233212663,ductal
human1_lib1.final_cell_0413,-11.91635263,-8.637725068,acinar
human1_lib1.final_cell_0414,7.72844183,-0.662870956,alpha
human1_lib1.final_cell_0415,12.38102591,5.513239192,delta
human1_lib1.final_cell_0416,13.50835478,4.839662837,beta
human1_lib1.final_cell_0417,16.76927626,-2.342399223,macrophage
human1_lib1.final_cell_0418,-1.568634634,-7.038426114,ductal
human1_lib1.final_cell_0419,5.399902458,-23.63637371,endothelial
human1_lib1.final_cell_0420,5.941766376,-22.70866604,endothelial
human1_lib1.final_cell_0421,4.599217529,4.629648971,gamma
human1_lib1.final_cell_0422,5.347784157,-23.78945179,endothelial
human1_lib1.final_cell_0423,5.541875954,-22.664324,endothelial
human1_lib1.final_cell_0424,-6.110965138,8.478842544,beta
human1_lib1.final_cell_0425,-6.437600975,8.71934967,beta
human1_lib1.final_cell_0426,4.093831653,4.485855865,gamma
human1_lib1.final_cell_0427,7.047679539,1.467480706,beta
human1_lib1.final_cell_0428,15.09427225,-8.66850586,mast
human1_lib1.final_cell_0429,-6.591390495,6.027219581,beta
human1_lib1.final_cell_0430,4.891046638,-21.87356587,endothelial
human1_lib1.final_cell_0431,3.598570938,4.615521239,gamma
human1_lib1.final_cell_0432,1.014741416,-19.46222706,quiescent_stellate
human1_lib1.final_cell_0433,6.947216148,1.401978301,alpha
human1_lib1.final_cell_0434,-7.78204525,10.39479809,beta
human1_lib1.final_cell_0435,6.565218563,1.655720042,alpha
human1_lib1.final_cell_0436,-12.2488693,-9.277119351,acinar
human1_lib1.final_cell_0437,-6.098737126,-7.978956414,ductal
human1_lib1.final_cell_0438,-6.358041172,9.163791465,beta
human1_lib1.final_cell_0439,-6.69315279,5.999869155,beta
human1_lib1.final_cell_0440,-6.015728359,-8.037805272,ductal
human1_lib1.final_cell_0441,-6.634140854,9.910000609,beta
human1_lib1.final_cell_0442,-6.023999577,9.364047813,beta
human1_lib1.final_cell_0443,-1.381052141,-8.970313741,ductal
