,UMAP_1,UMAP_2,labels
HP1502401_K12,8.601383959,5.111591147,acinar
HP1502401_K14,3.043672238,-5.047490312,gamma
HP1502401_K15,-8.755555357,7.053847597,alpha
HP1502401_K16,-9.160484518,6.419299887,alpha
HP1502401_K17,-9.634913649,9.144106196,unclassified endocrine
HP1502401_K19,4.223350082,-10.50748415,unclassified endocrine
HP1502401_K2,-9.342390265,6.618449495,alpha
HP1502401_K20,-9.217094626,6.659139917,alpha
HP1502401_K21,-9.49101087,7.360460566,alpha
HP1502401_K22,-9.828910078,6.665664003,alpha
HP1502401_K23,1.876867492,-4.798672392,gamma
HP1502401_K24,2.195821781,-4.192432596,gamma
HP1502401_K3,-7.36713716,6.591660784,alpha
HP1502401_K5,-10.18049451,6.784896181,alpha
HP1502401_K6,-9.519963469,7.126872347,alpha
HP1502401_K9,-9.401233877,6.244914339,alpha
HP1502401_L1,-9.023017134,6.855624483,alpha
HP1502401_L10,3.373211776,-11.21880121,beta
HP1502401_L11,-10.00558492,7.128090189,alpha
HP1502401_L12,-9.955010618,7.368683146,alpha
HP1502401_L13,-9.803109373,6.344669626,alpha
HP1502401_L14,2.769655321,-4.543154909,gamma
HP1502401_L15,-9.543633665,6.265274809,alpha
HP1502401_L16,-9.32044145,7.010049151,alpha
HP1502401_L17,-9.289844717,7.715111063,alpha
HP1502401_L18,10.43466261,-1.841472908,ductal
HP1502401_L2,-9.314394201,7.275957392,alpha
HP1502401_L20,-9.697633948,5.976136015,alpha
HP1502401_L21,-9.287570204,6.19937496,alpha
HP1502401_L22,-9.330396856,7.2073081,alpha
HP1502401_L23,-9.227567877,7.289320276,alpha
HP1502401_L3,-8.995715346,8.0282176,alpha
HP1502401_L4,-9.497913565,7.02416353,alpha
HP1502401_L5,10.80055693,-1.380589123,ductal
HP1502401_L7,-11.15006849,7.536473559,alpha
HP1502401_L9,-9.636794295,6.789856241,alpha
HP1502401_M1,-9.406086172,7.040395067,alpha
HP1502401_M10,-9.699557509,6.946556376,alpha
HP1502401_M11,-9.081010069,6.210319803,alpha
HP1502401_M12,2.606275593,-10.98562594,beta
HP1502401_M14,-10.01565572,5.43626766,alpha
HP1502401_M15,-8.938548292,6.664073275,alpha
HP1502401_M16,10.56321696,-0.983904137,ductal
HP1502401_M17,13.52951983,-8.071630194,mast
HP1502401_M19,-9.149563994,6.969337748,alpha
HP1502401_M2,3.397820149,-11.13917418,beta
HP1502401_M20,3.149187361,-11.57602854,co-expression
HP1502401_M21,-9.289717879,7.278351114,alpha
HP1502401_M22,8.66875342,4.885292338,acinar
HP1502401_M23,-8.978605475,7.086435602,alpha
HP1502401_M24,-9.915088858,6.576978014,alpha
HP1502401_M3,-10.03885194,7.118980692,alpha
HP1502401_M4,-9.327197279,7.035884188,alpha
HP1502401_M5,-9.386825766,6.804078386,alpha
HP1502401_M6,-5.667902197,-7.336267664,delta
HP1502401_M7,-6.076863493,1.995278643,alpha
HP1502401_M8,8.182650839,4.847422884,acinar
HP1502401_N1,2.997102891,-11.63961573,beta
HP1502401_N10,11.67320613,-1.405144443,ductal
HP1502401_N11,2.546333168,-4.778092338,gamma
HP1502401_N12,-9.636228766,7.065254496,alpha
HP1502401_N15,-9.661053862,6.370033072,alpha
HP1502401_N16,10.90854624,-2.319922699,ductal
HP1502401_N17,-10.20280191,7.390600489,alpha
HP1502401_N18,9.992162977,-0.889793291,ductal
HP1502401_N2,7.764935289,5.143057154,acinar
HP1502401_N20,-5.663211073,1.671916531,alpha
HP1502401_N21,2.745445405,-11.32900877,beta
HP1502401_N23,2.243844364,-4.461200191,gamma
HP1502401_N3,-9.577250685,6.720518396,alpha
HP1502401_N4,-9.565262045,6.697580622,alpha
HP1502401_N7,-5.889705385,-7.1628253,delta
HP1502401_N8,3.909594093,-11.65786429,beta
HP1502401_N9,2.079523683,-4.757657482,gamma
HP1502401_O1,-9.210289206,7.166060732,alpha
HP1502401_O10,10.28612784,-1.08361177,ductal
HP1502401_O14,8.570730482,4.969561861,acinar
HP1502401_O16,3.360840116,-11.24915762,beta
HP1502401_O17,-7.320623602,3.456917093,alpha
HP1502401_O18,-5.603037085,-7.202888204,delta
HP1502401_O2,-9.849847998,6.815436648,alpha
HP1502401_O20,-9.148366179,7.106290148,alpha
HP1502401_O21,-9.880022253,7.309185312,alpha
HP1502401_O22,-10.06415578,7.523083971,alpha
HP1502401_O23,-9.955885138,5.512142466,alpha
HP1502401_O24,-5.721356596,1.722876118,alpha
HP1502401_O3,-9.067767348,6.533399389,alpha
HP1502401_O4,-7.880644049,6.427140997,alpha
HP1502401_O6,-5.349227633,-7.079858496,delta
HP1502401_O7,2.956776534,-12.03855105,co-expression
HP1502401_O8,-9.388198103,6.752978609,alpha
HP1504101T2D_A10,8.662816797,5.278214739,acinar
HP1504101T2D_A12,-10.65802499,7.701765345,alpha
HP1504101T2D_A13,3.159228597,-5.112177088,gamma
HP1504101T2D_A15,3.081746374,-4.747854425,gamma
HP1504101T2D_A17,2.212129091,-4.003247692,gamma
HP1504101T2D_A18,2.84030429,-4.380852177,gamma
HP1504101T2D_A19,-10.29965612,6.409365461,alpha
HP1504101T2D_A20,3.105772768,-5.080943539,gamma
HP1504101T2D_A23,-9.622874464,5.933123396,alpha
HP1504101T2D_A24,-5.534171309,-7.237096025,delta
HP1504101T2D_A4,3.495344196,-5.044732286,gamma
HP1504101T2D_A5,-11.29082986,7.220664309,alpha
HP1504101T2D_A6,-7.760976996,6.672112749,alpha
HP1504101T2D_A8,-11.51244279,7.260654734,alpha
HP1504101T2D_B10,3.388228093,-5.139913513,gamma
HP1504101T2D_B11,-11.22677728,7.541304873,alpha
HP1504101T2D_B12,3.280266438,-4.791348173,gamma
HP1504101T2D_B13,-10.68956586,7.251990603,alpha
HP1504101T2D_B16,-11.36717626,7.38011484,alpha
HP1504101T2D_B17,2.000293745,-3.442634298,gamma
HP1504101T2D_B18,3.351612602,-4.870072796,gamma
HP1504101T2D_B21,-9.010071959,3.867812918,alpha
HP1504101T2D_B22,3.283064876,-4.722134067,gamma
HP1504101T2D_B24,2.166767184,-4.009093716,gamma
HP1504101T2D_B3,2.238672633,-4.724141552,unclassified endocrine
HP1504101T2D_B4,3.304584537,-5.141140177,gamma
HP1504101T2D_B5,2.852635358,-4.600566341,gamma
HP1504101T2D_B6,2.389078979,-12.68460245,beta
HP1504101T2D_B7,-10.68055173,6.727848337,alpha
HP1504101T2D_B8,10.84606246,-2.400517895,ductal
HP1504101T2D_C1,13.20613936,-8.901804163,endothelial
HP1504101T2D_C10,-5.352913107,-7.760616018,delta
HP1504101T2D_C11,8.765629087,5.979350851,acinar
HP1504101T2D_C12,2.00455314,-3.229916169,gamma
HP1504101T2D_C14,-10.57919713,6.532568739,alpha
HP1504101T2D_C15,-8.767545904,6.264692591,alpha
HP1504101T2D_C16,-0.322264637,-3.87471862,co-expression
HP1504101T2D_C17,-10.2208645,6.249745653,alpha
HP1504101T2D_C18,2.385333691,-12.87269659,beta
HP1504101T2D_C20,-10.62076875,6.766193674,alpha
HP1504101T2D_C21,2.119323012,-4.038500263,gamma
HP1504101T2D_C22,-8.680331434,5.691965864,alpha
HP1504101T2D_C4,-10.69841596,7.361141489,alpha
HP1504101T2D_C9,-5.196544375,-7.624373152,delta
HP1504101T2D_D1,-8.792539801,5.465579317,alpha
HP1504101T2D_D11,3.482703839,-4.815709068,gamma
HP1504101T2D_D12,-11.12068864,7.613017367,alpha
HP1504101T2D_D13,-10.60843774,6.941557215,alpha
HP1504101T2D_D15,3.296694432,-4.726544811,gamma
HP1504101T2D_D17,3.187662993,-5.088263466,gamma
HP1504101T2D_D18,3.302082811,-4.988293602,gamma
HP1504101T2D_D19,-8.918853964,3.655072973,alpha
HP1504101T2D_D2,-11.50293085,7.323419855,alpha
HP1504101T2D_D21,2.061192521,-3.901291563,gamma
HP1504101T2D_D23,2.191186596,-4.030564739,gamma
HP1504101T2D_D24,3.190004383,-5.007973863,gamma
HP1504101T2D_D5,-11.18987485,7.256912516,alpha
HP1504101T2D_D6,-9.993673529,7.243487642,alpha
HP1504101T2D_D7,-10.5656273,6.380812929,alpha
HP1504101T2D_D8,-5.170900549,-8.084366991,unclassified endocrine
HP1504101T2D_D9,2.355225925,-12.74248572,beta
HP1504101T2D_E1,-10.07551786,6.073588179,alpha
HP1504101T2D_E10,-7.593800749,5.429463194,alpha
HP1504101T2D_E11,2.086574972,-3.91240616,gamma
HP1504101T2D_E14,3.205710207,-4.945069982,gamma
HP1504101T2D_E15,2.491731439,-12.65051241,beta
HP1504101T2D_E16,3.208508764,-11.92957659,beta
HP1504101T2D_E18,3.238087927,-4.926012947,gamma
HP1504101T2D_E19,12.0194414,-3.156991913,alpha
HP1504101T2D_E20,2.293657039,-4.600191547,gamma
HP1504101T2D_E21,-11.28552934,7.309315966,alpha
HP1504101T2D_E22,-9.209213461,6.116501616,alpha
HP1504101T2D_E23,-10.24676057,6.080749319,alpha
HP1504101T2D_E24,2.552729045,-12.58511515,beta
HP1504101T2D_E3,-9.742779936,8.067634867,alpha
HP1504101T2D_E4,1.938838203,-3.601652815,gamma
HP1504101T2D_E6,-10.24214097,6.165280626,alpha
HP1504101T2D_E7,1.949735482,-3.706564142,gamma
HP1504101T2D_E8,3.10061029,-4.725215389,gamma
HP1504101T2D_E9,2.057238242,-3.646770908,gamma
HP1504101T2D_F1,8.447067056,4.824674891,acinar
HP1504101T2D_F10,-10.65618535,7.490709589,alpha
HP1504101T2D_F11,3.235874449,-5.086617424,gamma
HP1504101T2D_F12,-10.4938223,6.67232828,alpha
HP1504101T2D_F13,3.410056268,-4.778835728,gamma
HP1504101T2D_F14,3.0733178,-4.925090744,gamma
HP1504101T2D_F15,-8.495813574,5.595330523,alpha
HP1504101T2D_F16,3.11641172,-4.656186535,gamma
HP1504101T2D_F17,-5.481670584,-7.529157831,delta
HP1504101T2D_F18,15.24266604,-8.372301294,PSC
HP1504101T2D_F19,-11.28829404,7.181022928,alpha
HP1504101T2D_F2,1.833053951,-3.051323487,gamma
HP1504101T2D_F20,3.045939003,-4.707269146,gamma
HP1504101T2D_F22,-10.56490537,7.330057428,alpha
HP1504101T2D_F3,-8.678828444,5.649840162,alpha
HP1504101T2D_F7,-10.41997358,6.289735602,alpha
HP1504101T2D_G1,-9.929350104,7.094928072,alpha
HP1504101T2D_G10,-9.721359457,6.274537848,alpha
HP1504101T2D_G12,-9.025163855,6.021497534,alpha
HP1504101T2D_G14,-10.35411664,6.770845698,alpha
HP1504101T2D_G16,3.092609201,-4.664923384,gamma
HP1504101T2D_G17,-10.45762464,6.766554163,alpha
HP1504101T2D_G19,-8.649729933,5.675024317,alpha
HP1504101T2D_G2,-10.35700914,6.310747908,alpha
HP1504101T2D_G21,2.170034234,-3.556531622,gamma
HP1504101T2D_G22,-9.29042169,6.265183256,alpha
HP1504101T2D_G23,-8.698221411,5.828069494,alpha
HP1504101T2D_G24,-11.07588693,6.94264345,alpha
HP1504101T2D_G3,2.796541069,-4.74745269,gamma
HP1504101T2D_G4,3.33407775,-4.340894176,gamma
HP1504101T2D_G8,3.376814042,-4.735605194,gamma
HP1504101T2D_G9,2.588455234,-4.366543486,gamma
HP1504101T2D_H1,1.894470204,-3.925652458,gamma
HP1504101T2D_H14,3.139019762,-4.60475464,gamma
HP1504101T2D_H15,-10.37045976,6.816479967,alpha
HP1504101T2D_H17,-8.004217352,5.58294134,alpha
HP1504101T2D_H18,11.10500792,-2.153337314,ductal
HP1504101T2D_H2,-10.46177026,6.949164675,alpha
HP1504101T2D_H20,-11.3834078,7.348007486,alpha
HP1504101T2D_H21,-10.16097661,6.499675558,alpha
HP1504101T2D_H22,-10.3635399,6.527454184,alpha
HP1504101T2D_H23,2.847152625,-12.36585684,beta
HP1504101T2D_H24,3.242652331,-4.500679447,gamma
HP1504101T2D_H4,-10.65480253,7.447441385,alpha
HP1504101T2D_H5,-5.353165354,-6.972589685,delta
HP1504101T2D_H6,2.494137321,-12.56804152,beta
HP1504101T2D_H9,-11.14846059,7.135350512,alpha
HP1504101T2D_I1,-7.843448843,5.418494032,alpha
HP1504101T2D_I10,3.015033577,-4.320606663,gamma
HP1504101T2D_I14,-11.31454393,7.202332781,alpha
HP1504101T2D_I15,3.197227512,-4.839837267,gamma
HP1504101T2D_I16,3.328660045,-4.696328594,gamma
HP1504101T2D_I17,-10.79310056,6.949971483,alpha
HP1504101T2D_I18,-11.04418966,6.889476107,alpha
HP1504101T2D_I2,-7.593381132,5.028024004,alpha
HP1504101T2D_I20,-10.33174344,7.054891871,alpha
HP1504101T2D_I22,-10.38280412,7.241386698,alpha
HP1504101T2D_I23,-8.97690412,5.874173449,alpha
HP1504101T2D_I24,-8.875121321,6.041568564,alpha
HP1504101T2D_I5,-10.78632089,6.626687334,alpha
HP1504101T2D_I6,8.477627073,5.211806105,acinar
HP1504101T2D_I7,1.860290532,-3.801907255,gamma
HP1504101T2D_I8,-10.44381353,6.737337397,alpha
HP1504101T2D_J1,-11.40522596,7.411835001,alpha
HP1504101T2D_J11,-10.77509042,7.137541102,alpha
HP1504101T2D_J13,-11.15291616,7.200856493,alpha
HP1504101T2D_J14,-5.173760618,-7.609604074,delta
HP1504101T2D_J15,-11.24819967,7.472771929,alpha
HP1504101T2D_J16,8.343010221,4.826104448,acinar
HP1504101T2D_J18,-8.059082236,3.315054701,alpha
HP1504101T2D_J2,-8.620462622,5.720980929,alpha
HP1504101T2D_J20,-8.891529288,3.405002401,alpha
HP1504101T2D_J22,2.955625449,-4.837350084,gamma
HP1504101T2D_J24,-11.1444647,6.932439135,alpha
HP1504101T2D_J3,3.490549837,-4.934999658,gamma
HP1504101T2D_J5,1.904375051,-3.595660402,gamma
HP1504101T2D_J7,-11.16749307,7.699576662,alpha
HP1504101T2D_J9,3.339916025,-5.164071037,gamma
HP1504101T2D_K10,8.365159307,5.199223803,acinar
HP1504101T2D_K12,-9.338176932,6.364610479,alpha
HP1504101T2D_K17,-9.263883795,6.10695915,alpha
HP1504101T2D_K18,-9.714291777,6.195817755,alpha
HP1504101T2D_K19,8.616700922,5.276129053,acinar
HP1504101T2D_K2,2.326055561,-4.372902586,gamma
HP1504101T2D_K20,-10.85387727,7.008235262,alpha
HP1504101T2D_K22,-9.278499808,5.511822508,alpha
HP1504101T2D_K23,-10.36403486,6.165349291,alpha
HP1504101T2D_K24,-10.87237665,7.49425535,alpha
HP1504101T2D_K4,-9.02166387,6.026322172,alpha
HP1504101T2D_K8,3.12233666,-4.64969249,gamma
HP1504101T2D_L1,3.405361567,-4.797901823,gamma
HP1504101T2D_L10,-10.20257684,7.606722162,alpha
HP1504101T2D_L11,-5.446440424,-7.064068033,delta
HP1504101T2D_L13,2.288886611,-4.41631241,gamma
HP1504101T2D_L14,8.470652376,6.657913492,acinar
HP1504101T2D_L15,3.307350789,-4.965899422,gamma
HP1504101T2D_L18,-10.28401872,7.274637507,alpha
HP1504101T2D_L19,-10.49069044,6.339564131,alpha
HP1504101T2D_L2,-10.61082765,6.89283304,alpha
HP1504101T2D_L21,-7.797898497,6.600682543,alpha
HP1504101T2D_L23,-11.29637834,7.118138598,alpha
HP1504101T2D_L24,3.288346444,-4.759908153,gamma
HP1504101T2D_L3,-10.51461431,7.291246698,alpha
HP1504101T2D_L4,-11.43832036,7.252311037,alpha
HP1504101T2D_L5,-10.591881,6.633361147,alpha
HP1504101T2D_L7,-8.617010321,5.759069727,alpha
HP1504101T2D_L8,-10.29370138,6.878098772,alpha
HP1504101T2D_M1,2.484130745,-4.230721905,gamma
HP1504101T2D_M10,-9.870638098,6.100643442,alpha
HP1504101T2D_M15,-8.528000082,5.628862665,alpha
HP1504101T2D_M18,-9.046434607,6.063424395,alpha
HP1504101T2D_M19,-8.960495199,3.639330671,alpha
HP1504101T2D_M2,-11.13739702,7.494367884,alpha
HP1504101T2D_M21,-10.26033136,6.456327246,alpha
HP1504101T2D_M23,-9.318299498,6.012409971,alpha
HP1504101T2D_M24,-10.78347703,7.140877054,alpha
HP1504101T2D_M3,3.082410489,-4.860479309,gamma
HP1504101T2D_M4,-11.09588453,7.582705782,alpha
HP1504101T2D_M5,-9.60124227,6.022287653,alpha
HP1504101T2D_M6,-10.5096552,7.441921518,alpha
HP1504101T2D_M7,-8.029288496,6.11003475,alpha
HP1504101T2D_M8,-0.272746767,-3.759079172,epsilon
HP1504101T2D_M9,-9.293287481,6.425651358,alpha
