,tSNE_1,tSNE_2
Cell114,-0.287181189,1.866336717
Cell115,-0.088425269,2.959251775
Cell116,-0.415540268,3.106239928
Cell117,-0.334574571,1.942429913
Cell118,-1.43352597,1.24951054
Cell119,-0.965636303,2.561613454
Cell120,-0.704773238,2.789305104
Cell121,-0.081560453,2.312043561
Cell122,-0.89190357,2.993214501
Cell123,-0.500133266,2.270246638
Cell124,-0.249896248,2.923258675
Cell125,-1.374890497,1.023856415
Cell126,-0.895414879,2.356979503
Cell127,-0.808547308,2.775400771
Cell128,-1.150902679,1.515232934
Cell129,-0.422420015,2.646235122
Cell130,-1.859680107,2.782445325
Cell131,-0.136610826,1.877901687
Cell132,-0.951018503,2.541871442
Cell133,-0.913654497,2.500524176
Cell134,-0.841496875,2.057655467
Cell135,-1.316475322,1.478554024
Cell136,-0.883605173,2.339093818
Cell137,-0.967210224,2.654541148
Cell138,-0.779460778,2.663016452
Cell139,-0.479495277,5.456931485
Cell140,-0.815303018,2.286660327
Cell141,-0.835033824,2.433815373
Cell142,-1.101529648,2.030394925
Cell143,-0.955606272,2.315936221
Cell144,-0.838824322,2.382312669
Cell145,-0.942425659,2.230891122
Cell146,-1.315782478,1.744585289
Cell147,-0.847139408,2.874827994
Cell148,-1.032310893,0.963258995
Cell149,-0.999795844,2.251256837
Cell150,-0.775555422,2.699792994
Cell151,-0.468885949,3.193089856
Cell152,-2.04684036,2.93897046
Cell153,-0.677115192,2.714323653
Cell154,-1.022650411,2.598001851
Cell155,0.015718276,2.348203076
Cell156,-0.347608497,2.111220015
Cell157,-0.590490868,2.726308478
Cell158,-0.559493472,1.778042687
Cell159,-1.089779785,0.802315844
Cell160,-1.233362844,0.99616517
Cell161,-0.811435869,1.758740319
Cell162,-0.522943308,2.758662118
Cell163,-0.826599052,2.85333289
Cell164,-0.587568989,1.769479407
Cell165,-0.183972528,0.998953356
Cell166,-1.067795207,2.941344394
Cell167,-0.517492821,1.742912306
Cell168,-0.217873832,1.86286558
Cell169,-0.059067806,2.521152629
Cell170,-0.692728629,1.576620234
Cell171,-1.503572276,3.074151648
Cell172,-0.789691141,3.177606953
Cell173,-0.335185637,2.598548545
Cell174,-0.426777234,2.139500989
Cell175,-0.897871425,2.570178164
Cell176,-0.830152919,2.24433483
Cell177,-0.317613532,2.956599368
Cell178,-1.306681445,1.074306501
Cell179,-0.449970534,2.785192384
Cell180,-0.409945598,2.739680661
Cell181,-0.385354748,5.001744641
Cell182,-0.234009286,1.840659512
Cell183,-0.798952272,2.57516302
Cell184,-0.726059487,0.838557853
Cell185,-2.088558843,2.920117749
Cell186,-0.227620681,3.056411399
Cell187,-1.42468982,0.883559359
Cell188,-1.813758066,2.950582875
Cell189,-0.480418255,2.774020089
Cell190,-1.484364202,2.962939872
Cell191,0.054344813,2.134455575
Cell192,-0.376804163,1.75746621
Cell193,-0.37159436,2.101623429
Cell194,-0.391979983,2.854382409
Cell195,-0.258367499,1.464164151
Cell196,-0.065011134,2.906605853
Cell197,-0.18613105,2.721876515
Cell198,-0.833114793,0.823820843
Cell199,-0.602682223,3.366060151
Cell200,-2.000916412,3.035181655
Cell201,-0.224696567,2.040155543
Cell202,-0.466991117,0.796826614
Cell203,-0.295269182,1.360190405
Cell204,-0.22853001,2.460482015
Cell205,11.31104309,-0.77558689
Cell206,11.89510567,-4.485020744
Cell207,11.18087322,-3.884612666
Cell208,13.32231838,-4.156123983
Cell209,11.15452606,-2.91548668
Cell210,11.32107289,-3.790925609
Cell211,11.44279225,-1.906183468
Cell212,12.96233876,-3.735293971
Cell213,11.97317536,-4.545761691
Cell214,11.04506809,-3.616274463
Cell215,11.24600155,-1.83572136
Cell216,12.08333809,-0.362257534
Cell217,-5.448352506,-8.234494792
Cell218,12.85326988,-3.273029195
Cell219,13.03786404,-3.776064263
Cell220,-5.358692815,-10.57710277
Cell221,-7.900998762,-9.170498
Cell222,-8.235184362,4.066761388
Cell223,-3.764039924,12.42677106
Cell224,-8.239418676,4.520818604
Cell225,-6.345054796,-10.26387797
Cell226,-8.511350324,6.331608189
Cell227,3.184966633,-8.611704932
Cell228,-5.236299684,8.909002198
Cell229,-8.72413223,4.822661294
Cell230,4.27027447,-9.546919929
Cell231,-7.556453874,-9.285270797
Cell232,-8.87851589,5.620548142
Cell233,-4.215289285,12.87443532
Cell234,3.817223618,-9.406032668
Cell235,-3.961459806,12.93476285
Cell236,-8.735343625,6.567655457
Cell237,4.938374827,-7.860847579
Cell238,-3.652605226,12.97360886
Cell239,-8.546787908,6.194490327
Cell240,-9.489086797,5.070876016
Cell241,-3.074889114,13.35072411
Cell242,-3.57308953,11.62918748
Cell243,-9.773464849,4.86314763
Cell244,-8.784393003,-7.98309003
Cell245,-6.331784894,-9.9254943
Cell246,-8.261700323,4.103525056
Cell247,-3.494098833,13.33680142
Cell248,4.713161776,-9.206381904
Cell249,-8.481051137,4.799342526
Cell250,3.660838673,-8.366384612
Cell251,-7.829402616,-8.912966834
Cell252,-9.493170431,4.719532384
Cell253,-8.046115568,-8.719769584
Cell254,-8.366161039,4.476489915
Cell255,-7.932040861,4.55287589
Cell256,3.134438346,-8.652192222
Cell257,4.112384865,-9.626328574
Cell258,-8.304692914,4.677286042
Cell259,-3.860723665,12.62238969
Cell260,-6.179435899,-10.18246661
Cell261,4.039292882,-8.484872924
Cell262,-8.88132446,4.740069283
Cell263,-9.04663532,-7.851370917
Cell264,-9.468955686,6.469446553
Cell265,4.386870215,-7.925181495
Cell266,-5.255285432,9.435111894
Cell267,-8.821194341,4.398612393
Cell268,-3.354666402,12.44039334
Cell269,-8.730141332,-8.276584731
Cell270,-5.289274385,8.95246972
Cell271,-8.763572385,-8.033938991
Cell272,-7.761322191,-8.761808501
Cell273,3.867009232,-9.099102126
Cell274,-8.694254568,4.660623921
Cell275,3.71495826,-8.32027732
Cell276,-8.303672483,-8.359086143
Cell277,-10.07634704,6.999786271
Cell278,-4.064364126,12.4471177
Cell279,4.215003321,-9.698804961
Cell280,4.149173567,-9.763872253
Cell281,-8.465414693,-8.06437503
Cell282,-4.440340688,-7.503337489
Cell283,12.18486149,-2.012072669
Cell284,12.46806366,-3.525764094
Cell285,11.92951233,-0.814738737
Cell286,11.33842594,-3.753295766
Cell287,11.54448445,-1.168300973
Cell288,11.04011185,-3.456186401
Cell289,12.35695107,-1.126697944
Cell290,12.73066456,-2.538617002
Cell291,12.26104672,-3.06095873
Cell292,11.65483029,-0.857489275
Cell293,11.0147279,-3.723266231
Cell294,12.91156418,-2.451696979
Cell295,13.44162876,-3.690986978
Cell296,12.30799324,-2.232902514
Cell297,12.78139336,-2.71459757
Cell298,13.60067971,-3.787627088
Cell299,11.45882447,-3.99880396
Cell300,12.0218137,-1.028566526
Cell301,12.15706856,-1.599949585
Cell302,11.63675148,-1.304179059
Cell303,11.1062835,-0.930487679
Cell304,-3.774742057,12.14751901
Cell305,-3.497729709,14.40506162
Cell306,-3.540609052,14.579749
Cell307,-5.172805002,3.106650485
Cell308,-5.177591493,8.742520226
Cell309,-5.109978845,3.152381791
Cell310,-3.57899039,14.45741071
Cell311,-3.440456798,12.23514069
Cell312,-7.057142427,-9.825779067
Cell313,-3.528544357,12.41134538
Cell314,-3.070722988,12.9019431
Cell315,-7.855191877,8.694300546
Cell316,-7.22953861,-9.826721297
Cell317,-3.404581478,14.27450265
Cell318,-5.186711481,3.157986535
Cell319,-8.297057798,-8.493962394
Cell320,-5.152677228,3.162270202
Cell321,-2.738270214,13.3389491
Cell322,-6.970576456,-9.399778472
Cell323,-4.199033906,12.80095471
Cell324,-6.651043107,-9.747236358
Cell325,-10.7097327,5.361719979
Cell326,-3.567917993,14.50024022
Cell327,-3.635605981,12.56346692
Cell328,4.159141133,-9.188428985
Cell329,5.248427222,-7.543395625
Cell330,-3.169331481,12.76580609
Cell331,4.119358132,-8.001860725
Cell332,4.403909037,-9.398645507
Cell333,-3.020703962,13.30473699
Cell334,-5.594141176,-9.574843513
Cell335,4.726683447,-7.782063113
Cell336,-3.922100236,12.86024369
Cell337,4.934781382,-8.949035751
Cell338,4.664700816,-9.260439979
Cell339,5.648649047,4.836477651
Cell340,-3.80951803,10.2080697
Cell341,-4.206375768,7.828912629
Cell342,4.481839964,-7.78967868
Cell343,5.158480952,-7.558860885
Cell344,-4.242699792,13.37295331
Cell345,-5.17224901,8.07180108
Cell346,-5.181307962,8.08409871
Cell347,-3.705447605,13.31288995
Cell348,4.398718665,-9.421877013
Cell349,-4.899796178,7.929630174
Cell350,4.605230162,-8.522938834
Cell351,4.566062758,-8.118062125
Cell352,-5.966313054,5.072216882
Cell353,-6.121299436,5.244769467
Cell354,-2.919877698,13.47323026
Cell355,-11.75026481,4.274153127
Cell356,-6.024255445,5.145762338
Cell357,-5.837908437,6.140040768
Cell358,-6.064485719,5.27728547
Cell359,11.97889073,-1.157664465
Cell360,-3.23760884,13.35765828
Cell361,-6.008820226,5.11091031
Cell362,-5.277854612,-8.682958709
Cell363,-6.062115838,5.171894444
Cell364,-3.827468564,13.28385152
Cell365,-3.565339973,14.22454823
Cell366,-6.010782411,5.102989091
Cell367,-3.077539375,13.29279698
Cell368,-7.953777006,-6.767895805
Cell369,-3.6199178,13.17248429
Cell370,-3.913063219,13.47483243
Cell371,-3.718488862,13.04781903
Cell372,4.765734027,-8.399306403
Cell373,4.946358512,-8.826523887
Cell374,4.558973143,-8.717416869
Cell375,4.453864405,-9.298109161
Cell376,4.61665375,-8.408383475
Cell377,4.785065959,-8.732856856
Cell378,4.62054045,-8.933869468
Cell379,4.875466654,-8.817984687
Cell380,-4.102396657,13.43520535
Cell381,4.853785346,-8.016671764
Cell382,4.512732813,-7.877399074
Cell383,4.209583829,-9.395205604
Cell384,-3.776569297,13.39547528
Cell385,5.098043273,-8.615697013
Cell386,4.500750373,-7.843234168
Cell387,4.92868788,-8.471648322
Cell388,-3.25769942,13.26404752
Cell389,4.42108805,-8.819843398
Cell390,-6.018809965,5.139549149
Cell391,-3.910730531,13.22230328
Cell392,4.475096057,-8.948219405
Cell393,-4.007469346,12.38885774
Cell394,4.884268115,-7.705629455
Cell395,3.193956921,-8.469528304
Cell396,4.908001731,-8.216137515
Cell397,4.755060027,-7.245235549
Cell398,4.531532595,-9.009264098
Cell399,-9.281507184,-5.655119525
Cell400,-8.539101293,-5.754504787
Cell401,-7.636501005,-4.923492061
Cell402,-8.317467382,-5.086530315
Cell403,-8.081308057,-5.443222152
Cell404,-5.565735986,-9.47953807
Cell405,-8.37159889,-5.88906108
Cell406,-0.035726225,-3.927828895
Cell407,-7.491159608,-4.958946334
Cell408,-8.424712827,-5.006496535
Cell409,-8.790575673,-5.825579749
Cell410,-7.603352239,-4.921425925
Cell411,-3.754542997,-9.938669311
Cell412,-7.285176923,-5.858776199
Cell413,-8.785381009,-6.166782962
Cell414,-8.355490377,-5.873026
Cell415,-8.686787298,-5.598857986
Cell416,-8.381189992,-5.467572795
Cell417,-7.952321699,-5.678949462
Cell418,-3.961245229,-7.801306831
Cell419,-5.184082677,-6.646259891
Cell420,-4.058251073,-7.858742343
Cell421,-4.734769514,-8.715865241
Cell422,-6.959610631,-6.277347671
Cell423,-7.230913331,-6.453617679
Cell424,-5.741316965,-6.529459582
Cell425,-4.055411508,-7.579290019
Cell426,-4.256061723,-6.933669673
Cell427,-5.53943794,-6.76732503
Cell428,-4.784928014,-6.572382556
Cell429,-8.199329069,-6.742090808
Cell430,-6.676756551,-6.303487407
Cell431,-5.000684431,-8.508003341
Cell432,-7.67850559,-5.511556731
Cell433,-5.455501249,-9.433178054
Cell434,-8.224386861,-5.610129462
Cell435,-4.546263387,-6.936034309
Cell436,-6.330504587,-9.544740783
Cell437,-8.600630453,-5.822349177
Cell438,-3.637786081,-9.1441146
Cell439,-8.139174154,-6.626866447
Cell440,-4.782408883,-6.753707992
Cell441,-6.383543184,-6.302690135
Cell442,-4.553656747,-6.967291461
Cell443,-6.772276571,-6.125915633
Cell444,-4.437473466,-7.206240283
Cell445,-8.614632299,-7.034008609
Cell446,-4.657025506,-6.681028472
Cell447,-4.395563772,-7.32544242
Cell448,-5.71756046,-8.209721194
Cell449,-6.917294195,-6.58663808
Cell450,-6.923287561,-6.088559257
Cell451,-8.449676206,-8.360162841
Cell452,-10.42887848,7.108344926
Cell453,-4.766949823,8.53473462
Cell454,-9.330251386,-7.016225444
Cell455,-9.008633306,-8.208935844
Cell456,-6.219370534,-9.957942115
Cell457,-3.660544803,10.35296525
Cell458,-3.643452098,11.56906499
Cell459,-3.622974565,12.69244946
Cell460,-8.345452955,-7.722166167
Cell461,-5.095665624,3.156022443
Cell462,-3.872631719,10.04133309
Cell463,-0.504085412,1.056970848
Cell464,11.72539646,-4.237998115
Cell465,11.2871154,-3.611169683
Cell466,-3.261128118,13.6531762
Cell467,12.10759289,-4.624282466
Cell468,-4.134034326,13.39738549
Cell469,3.184761355,-2.831568109
Cell470,-2.081488778,2.991111888
Cell471,11.08734925,-2.396696435
Cell472,12.24937947,-0.680228518
Cell473,12.44699318,-0.769433962
Cell474,1.076747189,-3.866090881
Cell475,-8.42223995,-8.697376357
Cell476,7.60831959,7.026057137
Cell477,5.349003623,5.575458421
Cell478,5.8548506,7.032380475
Cell479,7.381697486,6.970077885
Cell480,5.809825251,5.915179147
Cell481,6.771723101,6.393621816
Cell482,-8.885243108,6.705814256
Cell483,4.608099291,-8.213354694
Cell484,7.789892027,6.178210152
Cell485,7.614579508,6.734833611
Cell486,5.622730086,8.044982804
Cell487,5.978941748,6.266348256
Cell488,-2.949629476,13.21571721
Cell489,3.772238324,-7.431622611
Cell490,6.959766696,7.304602517
Cell491,7.516244719,6.84632243
Cell492,7.711308787,6.617953671
Cell493,7.409784625,6.96088065
Cell494,5.051668475,7.193611993
Cell495,6.974304507,8.28434266
Cell496,7.667164633,7.00892104
Cell497,6.429632495,8.136041535
Cell498,5.466685603,6.9067315
Cell499,6.335694621,7.555251492
Cell500,5.623821566,7.202804936
Cell501,7.047348807,6.461323155
Cell502,5.706243346,7.134884251
Cell503,5.865675757,5.799584283
Cell504,-6.184654882,-0.845003532
Cell505,-3.385093858,-10.42554771
Cell506,-10.53282707,6.971760167
Cell507,6.981923411,4.112968816
Cell508,-9.715558698,6.748107804
Cell509,-8.750612905,6.085060967
Cell510,-11.04367035,4.619874848
Cell511,-9.574772527,6.665441884
Cell512,-10.85445564,5.150167836
Cell513,-7.211764982,0.534909798
Cell514,6.867589305,7.809546365
Cell515,-6.703807523,-0.422205524
Cell516,7.265933344,1.875512256
Cell517,-3.983610799,-10.40012942
Cell518,7.680679152,6.722096337
Cell519,5.116731951,-8.657905685
Cell520,11.556516,-1.739486204
Cell521,0.871841381,2.088425292
Cell522,12.42253716,-0.871834801
Cell523,11.8127311,-3.281105624
Cell524,-10.16357391,-9.670092689
Cell525,11.9678405,-0.871273445
Cell526,-10.16978996,-9.685558425
Cell527,12.57686836,-3.056415187
Cell528,11.64791233,10.25408448
Cell529,11.7126487,-0.950312422
Cell530,-6.53691261,-0.472962754
Cell531,-6.908679655,0.284134044
Cell532,-10.16137378,6.663704766
Cell533,-1.083113124,0.711896612
Cell534,-0.582923403,0.745444132
Cell535,-3.223258903,13.51221455
Cell536,12.0971883,-2.714657651
Cell537,-6.40323179,-0.612854557
Cell538,13.48327381,-2.809578048
Cell539,12.59811909,-4.574467288
Cell540,11.36172421,-3.017741548
Cell541,12.89954884,-1.728575455
Cell542,13.96884186,-3.589020358
Cell543,-5.229267766,3.219417704
Cell544,12.95812542,-2.142414199
Cell545,12.56355984,-0.905068742
Cell546,-10.97734134,5.12999524
Cell547,-8.624828031,4.149133099
Cell548,-10.66184681,4.54941739
Cell549,-5.389555623,9.336089982
Cell550,-5.285801103,8.458121194
Cell551,-3.746551921,13.57132901
Cell552,-5.440968206,7.720856561
Cell553,-3.74486058,13.59884824
Cell554,-10.25403373,7.065628423
Cell555,-3.394876888,12.3334731
Cell556,-7.666052034,8.630855454
Cell557,-9.939523389,6.701941861
Cell558,-10.10431831,4.929279221
Cell559,-10.23806064,4.821957005
Cell560,-4.175661256,10.32896603
Cell561,-3.612203052,13.48178758
Cell562,-5.354123285,8.208118333
Cell563,-10.15511482,5.828539265
Cell564,-3.738457372,10.12520207
Cell565,-3.552901437,11.24344529
Cell566,-8.391778638,4.242689027
Cell567,-8.253831556,8.392503632
Cell568,-8.921583822,6.287456406
Cell569,-2.938753059,13.25091542
Cell570,-9.572060277,6.77558936
Cell571,-5.02302902,9.663965119
Cell572,-8.023780515,4.236475839
Cell573,-5.272038629,9.334334267
Cell574,-3.914098909,13.11363114
Cell575,-10.44871967,5.209613217
Cell576,-9.197696378,3.885997189
Cell577,-8.056039503,8.32199849
Cell578,-10.48401039,6.894654645
Cell579,-11.86966293,6.162106885
Cell580,-2.828190257,13.24931134
Cell581,-9.434508016,-6.308692084
Cell582,-11.11765831,5.11533059
Cell583,-9.937572172,7.079732312
Cell584,-3.807038476,13.50556268
Cell585,-2.847345045,13.41358174
Cell586,-11.07145088,4.285638226
Cell587,-8.091886213,8.45385064
Cell588,-7.957598379,8.470928086
Cell589,-11.42329757,6.958377732
Cell590,-4.933871438,9.695397271
Cell591,-11.77671211,7.097022904
Cell592,-7.841091802,8.481172456
Cell593,-4.193167379,-10.16955863
Cell594,-10.97069423,5.136401547
Cell595,-8.095317533,8.681520356
Cell596,-9.203879049,6.37465228
Cell597,-3.191939285,-12.58234607
Cell598,-4.238036802,-10.2405778
Cell599,-3.613762786,13.64220513
Cell600,-9.286726644,-6.666938888
Cell601,-4.465563943,-7.468645202
Cell602,-4.202846696,-13.43757545
Cell603,-10.15695637,4.963807
Cell604,-11.83153408,7.125747098
Cell605,-3.326784542,-10.50035773
Cell606,-8.999672582,-5.361031638
Cell607,-10.29678505,-9.824447738
Cell608,-8.691299131,-8.497523414
Cell609,-2.906285932,-11.50251399
Cell610,-11.72903793,7.084413899
Cell611,-8.911338498,-5.595155822
Cell612,-8.186127355,8.600352181
Cell613,-4.447313001,-6.864520656
Cell614,-9.041159322,-5.280727969
Cell615,-12.0521714,6.434630765
Cell616,-4.188906362,13.12145032
Cell617,-5.144270589,-6.708004581
Cell618,-12.02893131,6.398915185
Cell619,-8.660564115,-5.403755294
Cell620,-8.528594663,-5.022869693
Cell621,-3.476993492,13.50826157
Cell622,-3.419011524,13.41259087
Cell623,-5.102438619,-11.34816466
Cell624,-4.593044927,-11.87138568
Cell625,-11.795242,5.50822152
Cell626,-11.90448444,6.786720647
Cell627,-4.465128114,-8.188056098
Cell628,-3.756567647,-12.5389453
Cell629,-6.146512678,5.352224721
Cell630,-11.96568363,6.367770566
Cell631,-4.226820161,-7.441636192
Cell632,-5.959766557,-7.874216186
Cell633,-6.199868848,-6.783533679
Cell634,-3.511338642,14.59017171
Cell635,-5.347195318,-11.02008163
Cell636,-5.722204378,-8.009200202
Cell637,-5.066875627,3.038720979
Cell638,-9.487435987,-1.584788905
Cell639,-6.248493841,-7.110208617
Cell640,-6.047547986,5.293201341
Cell641,-3.390219142,13.66488637
Cell642,-3.571407964,14.58351411
Cell643,-6.585745504,-6.140790568
Cell644,-6.321693113,5.317474736
Cell645,-4.577311208,12.88860597
Cell646,-3.467451503,11.24456204
Cell647,-8.455502202,5.753704442
Cell648,-3.965737989,12.09458627
Cell649,-7.752376726,5.187744511
Cell650,-4.419033697,13.03199853
Cell651,-4.000837018,11.7633809
Cell652,-8.382799795,6.822131528
Cell653,-5.293018987,9.481377496
Cell654,-5.205629518,9.467839135
Cell655,-9.367376974,6.391764535
Cell656,-4.972028425,9.62454213
Cell657,-8.184820821,4.659400834
Cell658,-3.668835332,11.284418
Cell659,-3.693974426,11.76663484
Cell660,-8.906831434,5.699415101
Cell661,-6.598578622,5.938367261
Cell662,-5.425703695,9.321771516
Cell663,-3.560728242,11.32357205
Cell664,-4.491511514,12.98604955
Cell665,-3.527097871,11.8550414
Cell666,-5.927263429,6.328665627
Cell667,-3.593440702,10.540635
Cell668,-5.996946027,6.280969514
Cell669,-12.1251828,-2.063945161
Cell670,-3.825677564,10.10525121
Cell671,-3.569635799,10.37562074
Cell672,-3.488681247,12.113737
Cell673,-4.720034768,9.738077058
Cell674,-8.101641347,3.949322118
Cell675,-4.222907712,7.839762582
Cell676,-4.296212842,10.44105615
Cell677,-3.742434432,13.63770474
Cell678,-4.8189451,9.729096307
Cell679,-3.550516059,11.62830533
Cell680,-6.110500028,9.019155396
Cell681,4.619219611,-8.026359187
Cell682,3.516674111,-7.906661616
Cell683,3.416663478,-7.842432128
Cell684,3.64863951,-7.700692283
Cell685,4.186456034,-7.465443717
Cell686,-9.841109922,6.944065942
Cell687,2.661668608,-8.638324844
Cell688,-11.19796722,4.478274716
Cell689,4.442789862,-7.304731952
Cell690,3.360719988,-8.754609214
Cell691,4.90926821,-7.556503879
Cell692,7.571598361,6.58714713
Cell693,3.523053477,-8.108753787
Cell694,3.808502028,-7.782651054
Cell695,5.119245837,-7.836718188
Cell696,-9.51930969,6.864010705
Cell697,4.562512229,-6.900178538
Cell698,3.471483061,-9.115825759
Cell699,3.150452445,-8.271186935
Cell700,3.603936026,-7.401913749
Cell701,3.720713685,-7.320791827
Cell702,2.868880103,-8.319097625
Cell703,-5.409619501,8.751296891
Cell704,4.559991191,-8.84067546
Cell705,4.618461917,-8.726677047
Cell706,5.095202277,-8.553525077
Cell707,4.366958926,-7.174866305
Cell708,3.365487168,-7.816315757
Cell709,4.760248969,-7.004363643
Cell710,3.295960257,-8.279997932
Cell711,5.075757811,-7.577952491
Cell712,-2.891851118,13.22081937
Cell713,3.250154564,-7.662988769
Cell714,4.359648059,-7.716032134
Cell715,4.885601351,-8.305146323
Cell716,3.63045604,-7.753663169
Cell717,3.989131758,-7.032474147
Cell718,3.216714213,-8.075365649
Cell719,-3.688559225,13.33480157
Cell720,4.839044402,-7.647555934
Cell721,4.665362189,-7.419744598
Cell722,3.991360018,-8.493458854
Cell723,3.361631224,-7.954870807
Cell724,3.884006808,-7.061709987
Cell725,3.974417994,-9.295982467
Cell726,4.677889178,-7.170447932
Cell727,4.389463732,-8.149144755
Cell728,4.253290484,-7.264748202
Cell729,5.219259093,7.471908463
Cell730,6.728195975,4.615567101
Cell731,5.874693225,6.223050012
Cell732,6.241371462,7.150964631
Cell733,6.567719767,6.801245107
Cell734,6.35522444,6.328605069
Cell735,7.736978362,6.562077416
Cell736,5.422525714,7.316883458
Cell737,7.027211497,8.406169785
Cell738,6.81358702,7.718784703
Cell739,6.007740805,6.252120866
Cell740,7.601335356,6.861738099
Cell741,6.477857421,8.150029076
Cell742,5.223492453,6.120623006
Cell743,6.554327319,5.924287213
Cell744,5.378832648,6.299096955
Cell745,6.245160887,5.692413224
Cell746,7.805139372,6.506198777
Cell747,6.671017954,4.89616908
Cell748,6.26456053,6.118076218
Cell749,6.555700133,6.764756574
Cell750,5.551465342,7.957201852
Cell751,6.572561095,6.918680562
Cell752,6.246661494,7.868728532
Cell753,6.999924491,5.880101575
Cell754,6.816844771,4.007769002
Cell755,7.013914416,7.538131608
Cell756,6.806741545,5.41951312
Cell757,5.199775527,6.518582715
Cell758,6.657670806,5.902320279
Cell759,6.030377219,5.184947385
Cell760,7.495909522,6.528252019
Cell761,7.733499835,6.561557187
Cell762,5.404088328,6.373479737
Cell763,7.583563635,6.143370999
Cell764,6.900107691,7.274931325
Cell765,6.574341605,6.011961354
Cell766,5.531188796,7.80856408
Cell767,6.437985728,6.66391982
Cell768,7.195072959,0.716877533
Cell769,-6.335558584,-0.84263842
Cell770,-6.180209806,-0.678501176
Cell771,-4.967426946,-11.3473445
