,tSNE_1,tSNE_2
F1S4_160108_012_B01,-13.22347242,2.229940312
F1S4_160108_012_C01,-11.20882798,16.81002544
F1S4_160108_012_E01,-29.04343351,-4.426206178
F1S4_160108_012_F01,2.361371536,41.97076481
F1S4_160108_012_G01,-31.07785613,27.85343326
F1S4_160108_012_H01,-18.15026091,13.98432385
F1S4_160108_013_A01,7.406026698,39.38715565
F1S4_160108_013_B01,-36.08689065,6.003616133
F1S4_160108_013_C01,-26.32054953,-2.339259638
F1S4_160108_013_D01,8.29501396,23.31335879
F1S4_160108_013_E01,-15.61063281,25.14313912
F1S4_160108_013_F01,-24.20912706,-4.686197918
F1S4_160108_013_G01,-27.39390229,25.57572247
F1S4_160108_013_H01,12.24435219,36.24600975
F1S4_160108_014_A01,-1.59183493,23.46885223
F1S4_160108_014_B01,-34.85056445,-28.56075627
F1S4_160108_014_C01,-41.41789613,8.46474151
F1S4_160108_014_D01,11.84823141,24.28628492
F1S4_160108_014_E01,-37.96078433,9.801998352
F1S4_160108_014_F01,5.349248264,21.50734235
F1S4_160108_014_G01,-38.90117392,-5.641073072
F1S4_160108_014_H01,-9.874278409,9.513162878
F1S4_161209_001_A01,-2.477038827,-39.36526414
F1S4_161209_001_B01,41.22998851,-9.183879127
F1S4_161209_001_C01,23.31892667,-7.671446181
F1S4_161209_001_D01,36.04346837,-7.489005017
F1S4_161209_001_E01,25.30260327,-27.99528111
F1S4_161209_001_F01,17.35076009,2.646206294
F1S4_161209_001_G01,36.09764853,0.04617948
F1S4_161209_001_H01,-7.654551308,-24.88051183
F1S4_161209_002_A01,37.23283715,0.487889858
F1S4_161209_002_B01,32.28352492,-1.528949418
F1S4_161209_002_C01,20.39484422,-26.70103904
F1S4_161209_002_D01,10.5227138,-8.226099067
F1S4_161209_002_E01,38.70655247,3.065102495
F1S4_161209_002_F01,32.87032973,-15.33092191
F1S4_161209_002_G01,9.873988073,-4.99963219
F1S4_161209_002_H01,36.41269167,5.521847057
F1S4_161209_003_A01,13.78889106,-5.620053358
F1S4_161209_003_B01,15.88194935,-13.86364246
F1S4_161209_003_C01,20.82493187,-6.758725658
F1S4_161209_003_D01,26.48570726,-26.36957876
F1S4_161209_003_E01,30.89312654,8.479312518
F1S4_161209_003_F01,38.64097312,-13.78108867
F1S4_161209_003_G01,-3.63771851,-4.99131935
F1S4_161209_003_H01,40.62171357,0.401418248
F1S4_161209_004_A01,9.729677448,-19.19230697
F1S4_161209_004_B01,11.28140078,10.26717115
F1S4_161209_004_C01,21.45542327,-10.55857381
F1S4_161209_004_D01,15.08487341,6.439377883
F1S4_161209_004_E01,30.29501449,-15.3620568
F1S4_161209_004_F01,26.95907306,-9.138525564
F1S4_161209_004_G01,13.40817822,-4.112524553
F1S4_161209_004_H01,37.65481826,8.416955532
F1S4_161209_005_A01,25.6170633,1.545198868
F1S4_161209_005_B01,4.956445427,-41.06272068
F1S4_161209_005_C01,32.00329801,5.940181623
F1S4_161209_005_D01,3.587163242,5.609850196
F1S4_161209_005_E01,28.64316657,10.88442744
F1S4_161209_005_F01,33.66015084,8.053123193
F1S4_161209_005_H01,9.572149375,-4.838834108
F1S4_161209_006_A01,-2.311886881,-13.99482989
F1S4_161209_006_B01,23.13156294,-11.19649349
F1S4_161209_006_C01,32.8086784,-20.16384819
F1S4_161209_006_D01,8.433882435,-9.532348159
F1S4_161209_006_E01,34.20927199,-8.417386597
F1S4_161209_006_F01,-1.558828105,-42.48758562
F1S4_161209_006_G01,26.30456174,-7.531328641
F1S4_161209_006_H01,29.83415799,-23.31975873
F1S4_161209_007_A01,24.08772509,-18.29784814
F1S4_161209_007_B01,21.25962365,-24.44399447
F1S4_161209_007_C01,14.31021648,-23.31470757
F1S4_161209_007_D01,21.56669532,-19.77319903
F1S4_161209_007_E01,2.03275225,-30.39172948
F1S4_161209_007_F01,14.77658069,-8.62056565
F1S4_161209_007_G01,26.26318401,-9.217174049
F1S4_161209_007_H01,31.60604392,2.604321455
F1S4_161209_008_A01,-9.822542815,-4.204643859
F1S4_161209_008_B01,36.81502485,8.956024648
F1S4_161209_008_C01,37.12241018,4.756198103
F1S4_161209_008_D01,4.523196353,-12.30554676
F1S4_161209_008_E01,31.85669539,-9.871027743
F1S4_161209_008_F01,39.01260308,-2.018957869
F1S4_161209_008_G01,22.66562189,-31.28735707
F1S4_161209_008_H01,23.24102726,-8.457346467
F1S4_161209_009_A01,-9.751610343,-10.60150576
F1S4_161209_009_B01,40.23120449,4.884693496
F1S4_161209_009_C01,28.17573617,-15.80179345
F1S4_161209_009_D01,17.43576099,-30.95375713
F1S4_161209_009_E01,26.31352674,-7.072209038
F1S4_161209_009_F01,11.96435742,-25.33652862
F1S4_161209_009_G01,12.26837276,-5.608764207
F1S4_161209_009_H01,24.32884727,-30.62798179
F1S4_161209_010_A01,-7.136384262,-10.58141806
F1S4_161209_010_B01,26.02960668,-27.69469136
F1S4_161209_010_C01,0.978639274,-2.387985159
F1S4_161209_010_D01,40.15261786,-11.76330553
F1S4_161209_010_E01,27.62559004,-21.23157866
F1S4_161209_010_G01,8.638210375,-32.26877356
F1S4_161209_010_H01,-8.934973908,-21.70859094
F1S4_161209_011_A01,-6.148120256,-2.078959978
F1S4_161209_011_B01,5.856466184,-5.12028493
F1S4_161209_011_C01,-10.07997878,-30.05914491
F1S4_161209_011_D01,39.6158256,4.557654774
F1S4_161209_011_E01,13.07246784,-7.528917027
F1S4_161209_011_F01,40.23670625,1.965823549
F1S4_161209_011_G01,3.08878079,-9.162183266
F1S4_161209_011_H01,23.64832175,-21.42742171
F1S4_161209_012_A01,20.28470622,-26.53532955
F1S4_161209_012_B01,29.8004488,-24.29246305
F1S4_161209_012_C01,33.71209806,-8.212378368
F1S4_161209_012_D01,17.19563754,-5.231368277
F1S4_161209_012_E01,34.19285125,-20.18520873
F1S4_161209_012_F01,18.29225894,-2.530741839
F1S4_161209_012_H01,-6.183412328,-21.36225217
F1S4_161209_013_E01,8.949526537,-44.79954459
F1S4_161209_013_F01,40.5699463,-5.324553966
F1S4_161209_013_G01,33.13278506,4.618352663
F1S4_161209_013_H01,17.1720279,-18.00876148
F1S4_170426_005_A01,11.31578111,-2.567881153
F1S4_170426_005_B01,27.76036522,-20.54377563
F1S4_170426_005_C01,-2.224474186,-34.17680587
F1S4_170426_005_D01,-27.357466,-8.754956079
F1S4_170426_005_E01,25.18786002,-19.29148081
F1S4_170426_005_F01,2.934749329,-24.76571766
F1S4_170426_005_G01,25.56933261,1.924194621
F1S4_170426_005_H01,-2.105832628,-31.78341864
F1S4_170426_006_A01,27.19229461,-16.4717655
F1S4_170426_006_B01,-1.600874444,-35.65708279
F1S4_170426_006_C01,37.57587923,-9.106608923
F1S4_170426_006_D01,20.3969631,-4.634128452
F1S4_170426_006_E01,-13.54125832,2.709795104
F1S4_170426_006_F01,7.476586574,2.362177971
F1S4_170426_006_G01,23.28681017,10.28204386
F1S4_170426_006_H01,-31.42848031,1.909859643
F1S4_170426_009_A01,-13.01873474,14.16072678
F1S4_170426_009_B01,5.894872243,45.76518012
F1S4_170426_009_C01,-19.95366049,27.24790078
F1S4_170426_009_D01,-26.32568636,41.73864216
F1S4_170426_009_E01,-33.00409293,0.178459447
F1S4_170426_009_F01,-8.441887787,35.05816278
F1S4_170426_009_H01,5.177985379,-0.069028806
F1S4_170426_010_A01,-43.30103278,5.266628605
F1S4_170426_010_B01,9.032492211,36.29160149
F1S4_170426_010_C01,25.40697769,-19.33581812
F1S4_170426_010_D01,-16.8925731,-2.041459049
F1S4_170426_010_E01,-19.0770883,20.8960469
F1S4_170426_010_F01,-29.10317973,32.48390106
F1S4_170426_010_G01,37.81280413,0.415008534
F1S4_170426_010_H01,-39.19099629,13.69860818
F1S4_170426_011_A01,-7.724306104,43.83214711
F1S4_170426_011_B01,-0.722581765,-43.51147939
F1S4_170426_011_C01,-36.97000899,20.32439234
F1S4_170426_011_D01,-18.54872536,40.83140944
F1S4_170426_011_E01,-2.498675731,31.63668512
F1S4_170426_011_F01,-16.61056562,28.75388935
F1S4_170426_011_G01,-17.07424915,-9.109783338
F1S4_170426_011_H01,-39.21788311,17.00036883
F1S4_170426_012_A01,10.71501828,27.98390462
F1S4_170426_012_B01,-6.086529145,23.54961915
F1S4_170426_012_C01,-25.85952153,10.73983314
F1S4_170426_012_D01,6.545376044,44.51739199
F1S4_170426_012_E01,-24.81630346,-18.9906412
F1S4_170426_012_F01,-25.71500683,1.869510634
F1S4_170426_012_G01,1.127166065,-38.00070986
F1S4_170426_012_H01,3.222843496,40.47558558
F1S4_170426_013_A01,-28.31310489,38.48885516
F1S4_170426_013_C01,41.69018874,-1.901672584
F1S4_170426_013_D01,-24.41136571,13.18583897
F1S4_170426_013_E01,-42.71600722,6.300977813
F1S4_170426_013_F01,-9.425049284,13.85533202
F1S4_170426_013_G01,1.875414363,41.7379354
F1S4_170426_013_H01,-1.907247218,42.584144
F1S4_170426_014_A01,17.04555891,2.492153731
F1S4_170426_014_B01,-21.928756,37.9533023
F1S4_170426_014_C01,-27.41331739,41.79563954
F1S4_170426_014_D01,39.8251817,1.515917819
F1S4_170426_014_E01,5.318642683,43.38533902
F1S4_170426_014_G01,-27.09633829,28.02647502
F1S4_170426_014_H01,-16.06587304,13.74666514
F1S4_170426_015_A01,1.635495327,-11.17130918
F1S4_170426_015_B01,-15.3397543,30.96630479
F1S4_170426_015_C01,-9.957789336,11.73640876
F1S4_170426_015_D01,-31.16567824,35.35356067
F1S4_170426_015_E01,-20.4942957,32.770495
F1S4_170426_015_F01,20.81670737,-21.52104436
F1S4_170426_015_G01,-43.27954933,8.700251387
F1S4_170426_015_H01,-22.93121636,38.13542041
F1S4_170426_016_A01,-29.9655232,18.34565763
F1S4_170426_016_B01,-2.922035621,25.01736157
F1S4_170426_016_C01,-28.44513926,-0.79241848
F1S4_170426_016_D01,-12.5649825,29.92492195
F1S4_170426_016_E01,-20.30912365,19.42393311
F1S4_170426_016_F01,40.26837038,-22.17668494
F1S4_170426_016_G01,-1.117715137,45.19691621
F1S4_170426_016_H01,-6.093997028,-26.18493505
F1S4_170426_017_A01,-1.026853305,12.02405441
F1S4_170426_017_B01,-20.44373721,32.89468297
F1S4_170426_017_C01,-41.15832446,17.71966441
F1S4_170426_017_D01,11.04552888,-36.38010047
F1S4_170426_017_E01,41.6317067,-1.897829952
F1S4_170426_017_F01,-3.63107406,37.91028865
F1S4_170426_017_G01,-13.261793,13.114515
F1S4_170426_017_H01,-35.57620011,12.16330502
F1S4_170426_022_A01,-31.59645667,-5.751580062
F1S4_170426_022_B01,15.13563594,-33.50757733
F1S4_170426_022_C01,37.46637733,-1.18294216
F1S4_170426_022_E01,11.26202657,-24.52022334
F1S4_170426_022_F01,20.79747952,-7.653149266
F1S4_170426_022_G01,35.88577765,6.312652792
F1S4_170426_022_H01,23.54265475,-21.33977066
F1S4_170426_023_A01,2.162564415,-19.65261257
F1S4_170426_023_B01,36.06495393,8.231073456
F1S4_170426_023_C01,0.561353399,-22.35806264
F1S4_170426_023_D01,27.15459785,-8.000736966
F1S4_170426_023_E01,34.12355214,-15.90677655
F1S4_170426_023_F01,20.3248667,7.60600491
F1S4_170426_023_G01,40.69285678,4.751342191
F1S4_170426_024_A01,36.67914904,-2.899296834
F1S4_170426_024_C01,33.56967227,-0.101301796
F1S4_170426_024_D01,-1.780909042,3.688917499
F1S4_170426_024_E01,-10.12529894,-34.39161499
F1S4_170426_024_F01,8.080042106,-25.21656985
F1S4_170426_024_G01,14.98493222,-9.944424314
F1S4_170426_024_H01,15.88027165,-35.13258632
F1S4_170428_001_A01,21.46390591,-21.96903615
F1S4_180108_301_A01,-10.70418069,24.40481019
F1S4_180108_301_B01,0.907685377,30.2801267
F1S4_180108_301_C01,-3.363685748,45.32048728
F1S4_180108_301_D01,-13.01767762,3.863278327
F1S4_180108_301_E01,-37.86560293,17.39364723
F1S4_180108_301_F01,13.08702536,18.39276591
F1S4_180108_301_G01,-19.21848856,3.536617817
F1S4_180108_301_H01,4.366479514,34.93159661
F1S4_180108_302_A01,-10.79809809,11.26105535
F1S4_180108_302_B01,-12.61282474,32.08187383
F1S4_180108_302_C01,-15.17170014,-0.648412172
F1S4_180108_302_D01,-14.05655058,22.12664875
F1S4_180108_302_E01,-28.65115501,19.50964302
F1S4_180108_302_F01,5.196072173,18.08859113
F1S4_180108_302_G01,-16.8341451,1.443272602
F1S4_180108_302_H01,-13.94369283,-1.532756779
F1S4_180108_303_A01,-11.6981971,35.18325155
F1S4_180108_303_B01,-27.91457977,-30.03980694
F1S4_180108_303_D01,-7.22934926,25.01591414
F1S4_180108_303_E01,9.8517511,29.78287534
F1S4_180108_303_F01,11.00703362,17.49875205
F1S4_180108_303_G01,-18.14940096,-9.33871511
F1S4_180108_303_H01,12.31836697,18.28785853
F1S4_180108_304_A01,-5.079685196,18.78162834
F1S4_180108_304_B01,-23.95123589,28.68451247
F1S4_180108_304_C01,-11.0248319,26.5172548
F1S4_180108_304_D01,-21.30536493,10.23027608
F1S4_180108_304_E01,-8.847200907,25.05511452
F1S4_180108_304_F01,-31.89310416,2.165873387
F1S4_180108_304_G01,-15.67627248,39.34122605
F1S4_180108_304_H01,-35.56180108,11.14587331
F1S4_180124_301_B01,-22.61466939,28.37140604
F1S4_180124_301_C01,18.67155575,-13.66432623
F1S4_180124_301_D01,-0.887625656,-35.54128744
F1S4_180124_301_E01,-29.22681636,16.24029217
F1S4_180124_301_F01,-42.36406965,15.46571199
F1S4_180124_301_G01,4.501273325,-31.54627004
F1S4_180124_302_A01,-1.69249055,-35.59859518
F1S4_180124_302_B01,-17.14999743,24.49569247
F1S4_180124_302_C01,-33.63481982,3.901095253
F1S4_180124_302_D01,-4.86009613,-23.50941336
F1S4_180124_302_E01,5.435672354,-16.76716651
F1S4_180124_302_F01,-27.46480068,10.18634902
F1S4_180124_302_G01,39.67368759,-22.72815749
F1S4_180124_302_H01,3.577601627,-37.99981929
F1S4_180124_303_A01,3.256509998,-37.82259184
F1S4_180124_303_B01,-26.10670753,22.58031838
F1S4_180124_303_D01,18.69098405,31.44958544
F1S4_180124_303_E01,30.65968379,-22.29966139
F1S4_180124_303_F01,13.75927643,-36.5697424
F1S4_180124_303_G01,-22.56893998,18.99835406
F1S4_180124_303_H01,1.446885034,28.88975711
F1S4_180124_307_A01,-32.21452464,21.04542528
F1S4_180124_307_B01,-23.03024928,26.92102494
F1S4_180124_307_C01,17.71127144,-33.56293949
F1S4_180124_307_D01,-13.66465601,35.99230207
F1S4_180124_307_E01,5.269749679,-45.54402831
F1S4_180124_307_F01,23.87177764,-36.58556823
F1S4_180124_307_G01,-1.665739058,8.623313138
F1S4_180124_307_H01,7.768925027,19.97123659
F1S4_180124_308_A01,-15.86421346,33.84726393
F1S4_180124_308_B01,5.644740923,21.39399271
F1S4_180124_308_C01,-13.65102763,-10.15673351
F1S4_180124_308_D01,-38.91175581,11.10267307
F1S4_180124_308_E01,14.61024295,36.02209495
F1S4_180124_308_F01,14.78695345,33.78429688
F1S4_180124_308_G01,-16.98710583,25.54334534
F1S4_180124_308_H01,8.557686106,-38.2526038
F1S4_180124_309_A01,-16.99355328,28.03126491
F1S4_180124_309_B01,-5.906390876,-0.416577733
F1S4_180124_309_C01,-22.64458178,13.40662068
F1S4_180124_309_D01,-2.420762017,7.601896307
F1S4_180124_309_F01,-22.53328596,28.2097904
F1S4_180124_309_G01,-14.32955633,34.48506627
F1S4_180124_309_H01,-2.465994114,7.87037502
F1S4_180124_310_A01,-22.19694804,20.80357682
F1S4_180124_310_B01,-14.1055127,16.76523001
F1S4_180124_310_C01,-22.38773286,25.87825904
F1S4_180124_310_D01,-5.896548742,23.72521323
F1S4_180124_310_E01,-24.47923376,29.03313173
F1S4_180124_310_F01,-12.68398981,36.37273306
F1S4_180124_310_G01,-24.78152132,8.579325105
F1S4_180124_310_H01,3.476734701,-39.0859479
F1S4_180124_311_A01,-2.581470169,-34.15381299
F1S4_180124_311_B01,3.275150105,-36.44675776
F1S4_180124_311_C01,9.031374887,-32.56392939
F1S4_180124_311_D01,4.167422326,-20.57864443
F1S4_180124_311_E01,1.557898295,-43.77050518
F1S4_180124_311_F01,0.635084011,-35.85472943
F1S4_180124_311_G01,-17.39882066,-22.9294557
F1S4_180124_311_H01,-17.045542,29.47897627
F1S4_180124_312_A01,5.352145234,-34.5207562
F1S4_180124_312_B01,19.22641137,-12.53959824
F1S4_180124_312_C01,13.49987803,-2.780979876
F1S4_180124_312_D01,-28.63610387,16.24059845
F1S4_180124_312_E01,26.52080207,-18.74308724
F1S4_180124_312_F01,-22.31372585,9.872417343
F1S4_180124_312_H01,12.40718613,-36.97687621
F1S4_180124_313_A01,25.05552506,-9.841006419
F1S4_180124_313_B01,9.740644205,-30.10701363
F1S4_180124_313_C01,-32.76167553,27.99638001
F1S4_180124_313_D01,-13.70143586,34.08302992
F1S4_180124_313_E01,2.303593366,-35.94901944
F1S4_180124_313_F01,8.709762751,19.89022718
F1S4_180124_313_G01,-31.99328906,20.82065741
F1S4_180124_313_H01,7.488384449,-33.54862954
F1S4_180124_314_B01,-35.75077419,15.26615096
F1S4_180124_314_C01,26.60443275,-22.98651452
F1S4_180124_314_D01,24.06870238,3.063526779
F1S4_180124_314_E01,25.98452327,-22.87872907
F1S4_180124_314_F01,9.097286935,-1.293906289
F1S4_180124_314_G01,-0.280358836,-33.82627277
F1S4_180124_314_H01,24.779734,7.743726901
F1S4_180129_301_A01,-14.24383833,12.22703577
F1S4_180129_301_B01,-13.13534065,13.90754911
F1S4_180129_301_C01,11.94292192,26.97802846
F1S4_180129_301_D01,11.4190882,27.94353924
F1S4_180129_301_E01,8.517092485,32.10775668
F1S4_180129_301_F01,-0.41945416,40.74928945
F1S4_180129_301_G01,12.83614843,29.90142033
F1S4_180129_301_H01,-20.5151043,9.852504394
F1S4_180129_302_A01,-5.956260489,37.82501673
F1S4_180129_302_B01,9.563583577,6.153657892
F1S4_180129_302_C01,14.83368883,25.34560096
F1S4_180129_302_D01,8.078857387,30.6757896
F1S4_180129_302_E01,1.179397403,41.55352558
F1S4_180129_302_F01,10.67486475,27.78846838
F1S4_180129_302_G01,-4.815565515,18.35142639
F1S4_180129_302_H01,9.91809237,27.60041355
F1S4_180129_303_A01,-24.3385081,39.32253341
F1S4_180129_303_B01,-2.86187991,34.60259731
F1S4_180129_303_C01,-23.8748167,40.16028372
F1S4_180129_303_E01,-6.862963051,34.77921603
F1S4_180129_303_F01,3.146482765,14.29417363
F1S4_180129_303_G01,-0.134985335,39.01631105
F1S4_180129_303_H01,-25.62887242,8.961956227
F1S4_180129_304_A01,-33.78293574,-5.242463409
F1S4_180129_304_B01,-1.642473088,19.603261
F1S4_180129_304_C01,-6.226755055,15.55370545
F1S4_180129_304_D01,-25.58160286,1.674156272
F1S4_180129_304_E01,-41.14849367,1.307676997
F1S4_180129_304_F01,12.29187774,24.90295987
F1S4_180129_304_G01,-15.6554368,4.768236534
F1S4_180129_304_H01,-17.00794229,26.67083083
F1S4_180129_305_A01,-8.35854361,13.76933782
F1S4_180129_305_B01,-11.10820292,34.34192923
F1S4_180129_305_C01,-14.23031315,33.0357567
F1S4_180129_305_D01,10.68421667,29.21579528
F1S4_180129_305_E01,-25.95618262,13.39184633
F1S4_180129_305_F01,-42.038017,7.529926304
F1S4_180129_305_G01,-0.428946071,37.80572859
F1S4_180129_305_H01,0.135051774,21.0667
F1S4_180129_306_A01,-14.30494695,12.09823705
F1S4_180129_306_B01,-4.700837237,38.95608258
F1S4_180129_306_C01,-36.93859839,7.968529836
F1S4_180129_306_E01,-35.28669696,4.113612187
F1S4_180129_306_F01,-0.634749505,11.25401512
F1S4_180129_306_G01,-41.65810529,0.896943967
F1S4_180129_306_H01,-40.1143325,7.805539637
F1S4_180129_307_A01,-31.27715677,13.8136897
F1S4_180129_307_B01,-3.022879513,21.62422633
F1S4_180129_307_C01,-33.65406981,-5.370978082
F1S4_180129_307_D01,-36.98576266,3.057928138
F1S4_180129_307_E01,-30.55946689,-2.601205875
F1S4_180129_307_F01,-41.1725382,-0.485190787
F1S4_180129_307_G01,-24.67547783,-5.279718811
F1S4_180129_307_H01,-6.567514317,12.48400359
F1S4_180129_308_A01,-8.599634623,37.57067978
F1S4_180129_308_B01,-34.88710324,3.649139416
F1S4_180129_308_C01,-28.06634666,-2.748330916
F1S4_180129_308_D01,-37.08898333,-6.897282354
F1S4_180129_308_E01,-0.451105503,15.87400642
F1S4_180129_308_F01,-38.96294338,-5.420729533
F1S4_180129_308_G01,-18.06849598,-0.707336052
F1S4_180129_308_H01,-5.384665755,15.13553518
F1S4_180129_309_A01,10.5074638,24.76023354
F1S4_180129_309_B01,-12.19856447,14.18881827
F1S4_180129_309_C01,10.71677654,43.2413025
F1S4_180129_309_D01,-5.131442874,33.66334281
F1S4_180129_309_E01,-35.24362061,4.799918226
F1S4_180129_309_F01,-6.746178261,10.50601399
F1S4_180129_309_G01,3.717855364,8.295606875
F1S4_180129_309_H01,-25.34836414,12.84802289
F1S4_180129_310_A01,-3.464630004,39.83333638
F1S4_180129_310_B01,0.719192206,37.82707035
F1S4_180129_310_C01,-26.28653064,-9.043649035
F1S4_180129_310_D01,-3.735701391,37.81147906
F1S4_180129_310_E01,-16.16385244,26.16842217
F1S4_180129_310_F01,-14.22400653,33.62376479
F1S4_180129_310_G01,-25.48692373,9.484617109
F1S4_180129_310_H01,-22.75074947,7.677277034
F1S4_180129_311_A01,1.014603708,35.22985332
F1S4_180129_311_B01,-19.63463926,15.41732402
F1S4_180129_311_C01,-28.78810207,7.14718686
F1S4_180129_311_D01,-28.21017594,0.257024328
F1S4_180129_311_E01,-6.449391332,12.12352422
F1S4_180129_311_F01,-35.43220314,-7.905587425
F1S4_180129_311_G01,-10.56507392,7.231815544
F1S4_180129_311_H01,11.33060784,25.30741754
F1S4_180129_312_A01,-37.83009655,-5.855016155
F1S4_180129_312_B01,-37.41832545,-6.265683741
F1S4_180129_312_C01,-1.951139955,35.16404696
F1S4_180129_312_D01,29.96017026,11.02445782
F1S4_180129_312_E01,-19.51819935,3.795163161
F1S4_180129_312_F01,-31.72544196,2.125861369
F1S4_180129_312_G01,-29.15385721,-6.444071593
F1S4_180129_312_H01,1.680562054,39.94703853
F1S4_180129_313_A01,-12.41520799,18.57865411
F1S4_180129_313_B01,10.03344178,23.98938743
F1S4_180129_313_C01,0.583448785,24.70294379
F1S4_180129_313_D01,1.628592198,22.02955947
F1S4_180129_313_E01,-14.8893695,2.153542126
F1S4_180129_313_F01,-33.04998666,8.442887102
F1S4_180129_313_G01,-5.972641643,24.58473054
F1S4_180129_313_H01,-30.0109167,-0.409519542
F1S4_180129_314_A01,-9.614819217,11.02938345
F1S4_180129_314_B01,-1.965323058,14.62184733
F1S4_180129_314_C01,-23.33679149,15.19389465
F1S4_180129_314_D01,-17.61342485,-2.931017356
F1S4_180129_314_E01,-37.55806275,4.005977291
F1S4_180129_314_F01,-4.144552143,39.16206176
F1S4_180129_314_G01,-6.521702513,16.88831526
F1S4_180129_314_H01,-7.653819443,9.17776106
F1S4_180129_315_A01,-21.87372367,14.67602446
