,tSNE_1,tSNE_2
Sample_109,-15.26513083,-0.887776001
Sample_110,-24.74839886,-1.467384152
Sample_111,-21.88291069,-2.69865219
Sample_112,-18.30704949,-3.247115914
Sample_113,-26.19179735,-1.520940731
Sample_115,-17.47034617,-6.103794375
Sample_116,-1.730499117,-2.03633854
Sample_117,-18.43507169,-3.899254121
Sample_119,-15.70615456,0.208548963
Sample_120,-26.2211487,-8.548033909
Sample_122,-19.78725501,3.507870064
Sample_124,-18.02879217,-3.122567005
Sample_125,-20.13132579,-10.2240022
Sample_126,-16.09249373,0.959217346
Sample_127,-15.81906244,0.715297214
Sample_128,-20.95646945,5.198242907
Sample_129,-14.2690987,-10.01316278
Sample_130,-19.65823919,2.457142485
Sample_131,-20.81756754,-4.668544408
Sample_132,-19.73899873,-2.315329813
Sample_133,-20.67284705,2.477558545
Sample_134,-19.9411467,-0.105098531
Sample_135,-19.84580003,3.26851535
Sample_136,-15.12635005,3.485957232
Sample_137,-15.24734408,2.83355019
Sample_138,-19.56620807,0.632186911
Sample_139,-21.74913409,3.676294645
Sample_140,-14.74523426,1.27974267
Sample_141,-18.23392587,-8.781554253
Sample_142,-24.99040887,2.932396337
Sample_143,-21.95972006,3.722716719
Sample_145,-19.10900982,-6.954244458
Sample_147,-26.6708707,-10.89587483
Sample_148,-31.40608586,-7.069099889
Sample_149,-39.16527137,-5.336888094
Sample_150,-30.65015261,4.943611184
Sample_151,-31.02965633,0.766715593
Sample_152,-39.60012965,-3.437419961
Sample_153,-33.24685728,-5.887660098
Sample_154,-19.61438425,-12.8504233
Sample_155,-27.17826769,-5.843614537
Sample_156,-23.80943939,-11.84229476
Sample_157,-30.57423695,-8.080139943
Sample_158,-17.3455731,-11.97475203
Sample_159,-22.74845032,-6.264590686
Sample_160,-27.00336444,-6.437249438
Sample_161,-27.15054326,-1.21417823
Sample_162,-27.56211461,-2.605131512
Sample_163,-25.30646095,-9.513727969
Sample_164,-25.94749319,-13.12944965
Sample_165,-28.44740095,-0.093713604
Sample_166,-3.929538294,6.734457761
Sample_167,-29.25608739,1.464609247
Sample_168,-22.31290758,-8.625252538
Sample_169,-32.48564695,-6.006112754
Sample_170,-22.64357979,-13.4524132
Sample_172,-23.50094498,-13.18962916
Sample_174,-30.60217872,-8.703417957
Sample_175,-19.58900254,-12.52870485
Sample_176,-16.86613497,-2.464406843
Sample_177,-33.9467728,-4.401371442
Sample_178,-34.81184099,-6.366415289
Sample_179,-35.29333561,1.018476106
Sample_180,-31.79590469,-3.660198602
Sample_181,-22.61487617,0.616369445
Sample_182,-25.65915619,1.405386356
Sample_183,-31.24819693,2.446647087
Sample_184,-28.90432581,-12.92434008
Sample_185,-30.49370402,-7.464189913
Sample_186,-33.02437019,-2.605057788
Sample_187,-20.81761556,-14.65173577
Sample_188,-26.36704144,-11.78989333
Sample_190,-15.93796628,-10.48340321
Sample_191,-26.15959087,-8.469458136
Sample_192,-27.34273903,4.165576195
Sample_193,-22.92546743,-12.38054047
Sample_194,-25.34340132,3.431525509
Sample_195,-30.36984036,0.211543116
Sample_196,-21.68014901,-2.163908521
Sample_197,-20.52721057,-10.79146597
Sample_198,-21.48527953,1.900438175
Sample_199,-27.5829872,-5.153158301
Sample_200,-20.61440669,-13.49735265
Sample_201,-31.3799719,-7.367005872
Sample_202,-18.6144479,-6.449237807
Sample_203,-20.53874796,-10.43120218
Sample_205,-24.81635672,1.406842756
Sample_206,-26.6270915,-9.911857665
Sample_207,-24.79021546,3.310808716
Sample_208,-4.416363412,-13.49939346
Sample_209,-0.322745384,-11.73705604
Sample_211,-1.318076778,-11.22703977
Sample_212,-4.272880892,-11.71810936
Sample_213,-0.723379618,-10.38332297
Sample_214,2.350834546,-5.64079459
Sample_215,1.38819291,-10.65071013
Sample_216,-1.704967519,-13.1178065
Sample_217,-1.57521664,-6.036732148
Sample_218,-4.895821427,-12.12930908
Sample_219,-1.564438859,-4.967418529
Sample_220,-1.957222462,-11.92031849
Sample_221,-4.582867319,-11.4470377
Sample_222,-3.511383942,-12.29113063
Sample_223,-1.441086631,-10.51784212
Sample_224,-5.684202381,-14.22832395
Sample_225,-5.76113857,-13.47167632
Sample_226,-2.850251937,-12.5695613
Sample_227,-5.353292178,-13.05003475
Sample_228,4.530988226,5.418044118
Sample_229,-3.201735624,-11.54348025
Sample_230,0.204327307,-12.68879286
Sample_231,-3.744866888,-11.17838606
Sample_232,0.231962871,-9.305890664
Sample_234,8.549838073,-6.985670253
Sample_235,0.883776599,-8.409028757
Sample_236,1.149202203,-11.8526395
Sample_237,5.981594926,-9.210809399
Sample_238,-2.439374812,-10.99220337
Sample_239,-5.011744307,-13.92780524
Sample_240,-3.004958583,-11.91002363
Sample_241,-1.039360587,-12.71970888
Sample_242,-3.273571068,-12.88090305
Sample_243,7.141148487,-9.308753132
Sample_244,-5.81907762,-14.09455714
Sample_245,-2.047880916,-9.195222527
Sample_246,-1.141663845,-11.98983056
Sample_247,-5.980587359,-14.18411266
Sample_248,7.494619214,-4.743133583
Sample_249,0.977828804,-11.66444358
Sample_250,-0.277098079,-10.69216765
Sample_251,0.152747373,-11.53154179
Sample_252,-5.229128388,-12.78674448
Sample_253,1.714614174,-10.97922544
Sample_255,-2.036268846,-10.17068563
Sample_256,-3.886288386,-13.17785045
Sample_257,-4.624284091,-12.73827259
Sample_258,10.65040737,-8.205796699
Sample_259,-4.785700592,-12.84972481
Sample_260,11.03351255,-1.172129913
Sample_261,3.295620153,-4.403829358
Sample_262,-2.792056771,-12.01300014
Sample_263,-4.650477029,-13.8434642
Sample_264,-0.928585827,-11.88432284
Sample_265,6.5621986,-6.953927881
Sample_266,2.917997783,0.43375386
Sample_267,4.437457074,-2.890651919
Sample_268,22.12803532,-13.16964435
Sample_269,14.444816,-8.28711819
Sample_270,21.08191101,-13.7193124
Sample_272,22.86684832,3.025163254
Sample_273,27.72306481,-5.469059968
Sample_274,23.99984156,-9.829353182
Sample_275,36.21369122,0.488921453
Sample_276,14.61458839,-14.99272789
Sample_277,6.82341221,-1.130332067
Sample_279,6.610639651,-13.05338376
Sample_280,-2.607392509,-6.029471603
Sample_281,4.943030561,-8.588343324
Sample_282,-4.761444477,-14.405622
Sample_283,7.909042562,-2.340204737
Sample_284,4.573941631,-2.90104966
Sample_285,9.675588556,-5.792352227
Sample_286,-3.994401406,-11.65480496
Sample_287,14.63370051,-16.55169524
Sample_290,5.70767073,-11.30234945
Sample_291,20.45621092,-9.129581678
Sample_292,14.7835115,1.691795859
Sample_293,-4.38095363,-14.30177433
Sample_294,2.281188393,-8.880040474
Sample_295,6.641458795,-10.00739577
Sample_296,-1.621773472,-6.621198448
Sample_297,7.174694006,-10.34242917
Sample_298,8.321925235,-12.32843976
Sample_299,8.182049083,-2.48149607
Sample_300,-4.039055888,-11.51137911
Sample_301,20.23894589,-11.59557547
Sample_302,11.48878679,5.014492894
Sample_303,25.1106025,5.104935907
Sample_304,16.57899188,-0.393335405
Sample_305,17.56027528,1.557802549
Sample_306,7.20470304,2.623833128
Sample_307,17.45272647,1.721923768
Sample_308,28.29336547,-3.232653999
Sample_309,31.06205192,1.991652329
Sample_310,27.22437325,3.308780019
Sample_311,30.88057706,2.722347561
Sample_312,27.1590912,2.205200972
Sample_313,17.28132634,2.298091272
Sample_314,17.07585715,-6.1636922
Sample_315,1.614190113,13.06219178
Sample_316,24.43484981,-4.14602735
Sample_317,16.18007167,8.527377459
Sample_318,23.33133404,1.932585565
Sample_319,33.14605018,1.990341229
Sample_320,23.28436662,-11.42318438
Sample_321,29.86894312,5.603474125
Sample_322,10.44815536,0.684691076
Sample_323,24.69418455,4.634099319
Sample_324,15.38866074,-3.265546484
Sample_325,11.37563064,10.49878267
Sample_327,31.95299514,-0.917814343
Sample_328,27.30186332,-5.461126075
Sample_330,27.95336884,-9.36057852
Sample_332,9.444036632,-7.674820236
Sample_333,10.66433884,-6.119384313
Sample_334,9.78511454,-5.570667324
Sample_335,11.81375496,-5.798205017
Sample_336,1.196067653,-3.829850561
Sample_337,1.896739002,-3.397761686
Sample_338,10.21281212,-8.054629661
Sample_340,24.08025397,-0.956477542
Sample_341,12.90586869,-10.04020868
Sample_342,8.744055434,0.572205603
Sample_343,12.12628057,-5.099837396
Sample_344,20.11972274,-12.26435952
Sample_345,3.710857193,-8.469950375
Sample_346,2.272863098,-3.911746469
Sample_347,17.01236419,-5.899924248
Sample_348,9.095756283,12.35572851
Sample_349,11.40294211,5.328915931
Sample_350,15.0212571,-3.745246784
Sample_351,25.05922662,4.445609142
Sample_352,6.650581106,-2.9857121
Sample_353,11.20718645,-0.932326305
Sample_354,32.14953773,-6.814096384
Sample_355,31.64885418,-3.723561275
Sample_356,10.63557689,-10.97986047
Sample_357,21.65514504,-9.50516231
Sample_358,31.78133243,-0.801602204
Sample_359,11.5584188,1.266280441
Sample_360,30.34932617,-1.639484744
Sample_361,22.84629463,2.439371919
Sample_362,20.87562999,-9.862751089
Sample_363,21.70686181,5.283273287
Sample_364,18.21070368,2.981179928
Sample_365,2.373928297,-4.775882406
Sample_366,29.1884006,-1.083722277
Sample_367,21.19844626,-13.12857794
Sample_368,34.74846079,-4.813969296
Sample_369,32.56158617,-3.718445099
Sample_370,1.228091372,-7.879650292
Sample_372,31.22667054,2.22923626
Sample_373,15.00539119,0.2676956
Sample_374,21.12807251,1.523124027
Sample_375,5.162815816,-3.673589336
Sample_376,23.25884176,1.361091975
Sample_377,13.60418253,2.159295729
Sample_378,4.11360805,14.23964817
Sample_379,19.51411563,-5.649036099
Sample_380,3.656945176,-8.840408282
Sample_381,22.28425605,2.980762554
Sample_382,14.39344045,6.666994592
Sample_383,20.07648535,-12.27381115
Sample_384,19.94245894,-11.11959337
Sample_387,10.67217242,6.251398108
Sample_388,25.60574747,-0.861659258
Sample_389,7.010125583,-5.002702245
Sample_390,28.42786124,-1.977860809
Sample_391,20.46086406,-10.59281279
Sample_392,13.06700939,-7.492757512
Sample_393,23.2441296,8.350357762
Sample_394,8.835747261,-6.220551919
Sample_395,4.863787496,5.61661193
Sample_396,11.38119548,5.228366875
Sample_397,25.87208159,7.025688194
Sample_398,26.88006794,-3.227288921
Sample_399,6.443903746,-6.796550795
Sample_400,8.41913117,-1.709050799
Sample_401,17.60261779,2.523839773
Sample_402,14.91799595,0.886108276
Sample_403,17.54064043,9.272419252
Sample_404,8.283796159,13.34462848
Sample_405,8.271357859,-1.391951939
Sample_406,24.75876959,-11.55194743
Sample_407,0.108339285,-12.69663301
Sample_408,12.49036486,5.040191942
Sample_409,4.52619253,1.592509937
Sample_410,9.610907419,9.363384912
Sample_411,14.70161158,8.346720814
Sample_412,16.37176261,8.3937429
Sample_413,4.562119075,-4.241872966
Sample_414,5.825874526,-6.23913947
Sample_416,4.801888935,13.49051522
Sample_417,5.979772336,7.101316447
Sample_418,7.969954407,11.98593602
Sample_419,6.988264566,16.56129394
Sample_421,18.87053736,8.819366949
Sample_422,3.67353688,14.02184604
Sample_423,0.977307419,13.01402578
Sample_424,7.941049413,15.29508866
Sample_425,7.580816416,3.467560323
Sample_426,4.635758285,15.06065612
Sample_427,19.46638398,1.723484327
Sample_428,15.95816808,-2.363034288
Sample_429,-4.042572066,6.902766431
Sample_430,7.423760415,13.30553283
Sample_431,5.631038436,-6.502931036
Sample_432,12.94123486,5.091337423
Sample_433,3.994584713,1.840541992
Sample_435,4.678977521,16.88029046
Sample_438,3.995069592,0.269345381
Sample_439,3.513628053,-10.26092986
Sample_440,19.1179313,9.117677792
Sample_441,3.997499525,19.50648874
Sample_442,11.65748171,-11.28275643
Sample_443,4.497262511,21.07634709
Sample_444,6.667384232,15.49528003
Sample_445,17.92364636,12.83232648
Sample_446,2.80512268,12.47038706
Sample_447,3.855777649,20.16926039
Sample_448,4.348917167,19.19563741
Sample_449,3.270655766,16.73553265
Sample_450,3.667505992,1.003981457
Sample_451,19.5898507,4.238830907
Sample_453,4.357965162,17.36343898
Sample_454,4.745215322,20.78386395
Sample_455,9.092216795,11.76069805
Sample_456,16.27144719,4.845958533
Sample_457,4.494152334,21.29304567
Sample_458,4.330920706,20.48598894
Sample_459,7.626119124,13.82599607
Sample_460,4.947920625,18.42254809
Sample_461,17.86914962,12.11769085
Sample_462,4.860584431,16.65986054
Sample_463,4.277484855,16.65793608
Sample_464,8.152134306,14.17676819
Sample_465,20.0540402,4.681745605
Sample_467,4.732165016,17.34070148
Sample_468,18.68607135,2.8973682
Sample_469,14.38359731,10.19074283
Sample_470,6.733095055,12.67466449
Sample_471,4.290850716,20.87419149
Sample_472,26.89879172,-1.346127656
Sample_473,10.16066968,6.466034834
Sample_474,30.36304026,-0.920410569
Sample_475,15.01615788,11.16459199
Sample_476,5.346241968,17.69748879
Sample_477,16.60910642,4.276794819
Sample_478,15.56922084,-11.28725402
Sample_479,29.04103982,-5.658109305
Sample_480,14.27299789,-9.330097561
Sample_481,30.56066213,-3.169208727
Sample_482,29.42743258,-9.422866201
Sample_483,6.035620436,-6.640803753
Sample_484,9.365826799,-14.37930133
Sample_485,9.802280826,-12.97878477
Sample_486,11.67829485,-14.794797
Sample_487,20.84375739,6.729647992
Sample_489,6.824846528,-4.032148903
Sample_491,19.23176421,-5.118474344
Sample_492,31.01886594,-8.330507459
Sample_493,13.85058148,-12.37916442
Sample_494,21.71848016,-8.76781881
Sample_495,17.75144706,-12.99881006
Sample_496,12.49585262,-14.79850105
Sample_497,18.07263941,-10.51192442
Sample_498,18.53342141,-13.22069197
Sample_499,19.64804492,-8.552686145
Sample_500,14.15145429,-2.011583744
Sample_501,13.58890422,-1.658352219
Sample_502,18.88447884,-11.44628111
Sample_503,14.78935529,3.344966598
Sample_504,23.15838118,-2.090744481
Sample_505,13.53940726,-15.26397379
Sample_506,11.48422547,-2.364387006
Sample_507,5.834740315,-10.38549068
Sample_508,24.02252603,-14.13382193
Sample_509,19.88797779,-12.61014749
Sample_510,12.22177443,-10.82985147
Sample_513,6.682964632,-4.711992166
Sample_514,6.604989249,-11.18926471
Sample_515,13.558955,-13.55906495
Sample_516,-21.069878,-1.652279673
Sample_517,6.245821762,-5.1835261
Sample_518,8.673099067,-12.50192052
Sample_519,20.79684216,-7.247256989
Sample_520,26.35218249,-3.460271959
Sample_521,11.05613175,-7.705493727
Sample_522,13.70887399,-12.98017354
Sample_523,23.66207092,-13.65830902
Sample_524,4.623482135,-11.37919591
Sample_525,12.22207467,-14.33576978
Sample_526,10.85583789,-16.16587008
Sample_527,22.77645038,-13.63131519
Sample_528,2.237963406,-11.40372737
Sample_530,29.25350147,-4.065440954
Sample_532,30.76740187,-8.948159847
Sample_533,9.234084477,-14.89897825
Sample_534,6.875881447,-1.858664115
Sample_535,11.94041485,-13.78995087
Sample_536,-4.553397127,6.784938413
Sample_537,13.62371921,-7.875790657
Sample_538,36.71430375,1.229673697
Sample_539,16.95270763,-12.31251891
Sample_540,9.98585851,-7.934509975
Sample_541,13.07675867,-14.73132899
Sample_542,13.12693188,-15.79343682
Sample_543,30.61797555,-12.37955046
Sample_544,11.28899959,4.282334559
Sample_546,23.20041598,-12.59884067
Sample_547,12.21999388,-13.66896296
Sample_548,12.46707311,-5.645255501
Sample_549,10.22065592,-7.228943711
Sample_550,7.948323964,-12.87610133
Sample_551,15.49628338,-6.802069965
Sample_552,20.80445098,-6.902013254
Sample_554,0.588931623,-8.611469139
Sample_555,3.43614236,-11.19172847
Sample_556,26.34521139,-0.311445467
Sample_557,28.28347507,1.228685044
Sample_558,23.76988916,-11.10739622
Sample_559,14.10813777,-14.46221076
Sample_560,2.404807336,-6.396171215
Sample_561,20.50423431,-8.647759796
Sample_562,16.55059939,-11.023325
Sample_563,11.48629781,-7.519996026
Sample_564,8.981866589,-9.68879488
Sample_565,8.379045955,-15.65838764
Sample_566,15.31481792,6.492704667
Sample_567,24.92470001,-4.177587044
Sample_568,15.87745331,-6.583258276
Sample_570,6.015939667,-3.238967118
Sample_571,2.601686993,15.04173874
Sample_572,8.409467467,9.611887204
Sample_575,15.98409418,-6.829495577
Sample_576,7.21854586,1.906306227
Sample_577,21.50075886,9.21871256
Sample_578,6.909640282,-6.811414198
Sample_579,13.53251152,6.987459035
Sample_580,-1.986834607,-11.64786463
Sample_581,4.286176931,1.799369584
Sample_582,8.974378184,-10.29585821
Sample_583,8.150509847,5.877281341
Sample_584,14.75063868,-8.762091074
Sample_585,-5.382074431,21.34920106
Sample_586,-5.314424223,21.35783721
Sample_587,-13.71141135,23.3138756
Sample_588,-15.49257668,21.57289875
Sample_589,-4.511458306,-5.451297355
Sample_590,-11.67076526,19.21386063
Sample_591,-14.48290362,23.31875434
Sample_592,-17.12723744,21.67066696
Sample_593,-12.92278181,22.43583457
Sample_594,-12.3233082,22.31291551
Sample_595,-12.97288291,23.91727778
Sample_596,-2.246582283,-4.150371264
Sample_597,-3.879367068,-5.413680891
Sample_598,-15.91868643,20.43262401
Sample_599,-15.70649912,20.1187997
Sample_600,-13.50915379,22.80146728
Sample_601,-15.33481198,20.94828231
Sample_602,-14.48001507,19.34076802
Sample_603,-15.96047217,20.28195864
Sample_604,-14.80166582,19.15709813
Sample_605,-14.48153823,19.84729745
Sample_606,-15.15443555,19.97450853
Sample_607,-15.63806612,21.57417627
Sample_608,-11.759921,18.52149342
Sample_609,-14.27473485,20.66229208
Sample_610,-15.79134963,22.1593882
Sample_611,-15.95039377,19.9913849
Sample_612,-15.50072625,19.10725229
Sample_613,-8.713237305,19.80884504
Sample_614,-7.199469495,25.13009519
Sample_615,-6.348444197,-14.43811242
Sample_616,-6.356131102,22.67635018
Sample_617,-7.98003076,22.18929716
Sample_619,-6.593743398,24.76796875
Sample_620,-7.837616601,23.38843171
Sample_621,-9.147774235,21.85060193
Sample_622,-7.185604032,19.48710153
Sample_623,-7.499423512,22.70667469
Sample_624,-5.97137099,21.83399578
Sample_625,-8.806431153,25.55633598
Sample_626,-7.263789503,22.73295889
Sample_627,-11.23292535,20.11099585
Sample_628,-8.696993276,25.81198848
Sample_629,-7.471564901,22.41286633
Sample_630,-13.48388388,21.46731281
Sample_631,-6.19196302,26.98989417
Sample_633,-9.790502729,22.63890165
Sample_634,-6.222245512,27.86906299
Sample_635,-6.303127347,26.99491414
Sample_636,-10.44778146,21.66289741
Sample_637,-6.990517435,19.18824624
Sample_638,-7.299425175,26.48839998
Sample_639,-6.939919276,19.27277618
Sample_641,-11.25734141,20.68725772
Sample_643,-10.82703597,20.68307882
Sample_644,-10.86078177,19.71678803
Sample_646,-6.039748028,20.04853
Sample_647,-9.58461732,21.67891663
Sample_650,-7.615779776,23.22451275
Sample_651,-10.98136625,21.47970131
Sample_652,-27.99066144,-5.61114852
Sample_653,-18.76711163,0.626600034
Sample_654,-26.62333231,-1.491271096
Sample_655,-21.26255862,3.053891707
Sample_656,-24.72838576,-1.351719387
Sample_657,-32.43073059,1.337962634
Sample_658,-30.37677085,-0.090207701
Sample_659,-18.0211946,-6.375345102
Sample_660,-27.91331198,-0.071104464
Sample_661,-32.36421592,-10.8992578
Sample_662,-24.62946268,9.390446395
Sample_663,-26.20287103,7.817368943
Sample_664,-26.10324737,9.497874464
Sample_666,-24.72641289,9.351186124
Sample_668,-4.81769447,6.783702067
Sample_669,-24.73060909,8.970505188
Sample_670,-24.11744108,7.082830167
Sample_671,-24.14886388,-2.057861049
Sample_672,-26.06652603,7.252193075
Sample_673,-31.50382307,1.341555164
Sample_674,-24.97234525,7.831056625
Sample_675,-25.75340952,6.7780256
Sample_676,-16.00998061,0.280164529
Sample_677,-32.85662191,-10.47374639
Sample_678,-16.2965965,-1.501472628
Sample_679,-18.32893381,-9.273939969
Sample_680,-32.85820362,5.331574094
Sample_682,-25.03384591,7.132378121
Sample_683,-4.039807301,6.770699303
Sample_684,-25.89712952,7.710440408
Sample_685,-24.71234342,6.420070674
Sample_687,-19.01569691,5.296081953
Sample_688,-24.04508611,6.821658389
Sample_689,-35.091833,3.94439826
Sample_690,-20.57850686,-11.69641835
Sample_691,-24.59582386,4.37128249
Sample_693,-25.03224363,5.215097915
Sample_694,-26.70928202,7.709713234
Sample_695,-25.03518738,-5.729425858
Sample_696,-30.76093547,-2.837903293
Sample_697,-31.43629622,-5.058433781
Sample_698,-28.22883744,-3.439783906
Sample_699,-23.63984401,-8.985810608
Sample_700,-19.88508502,-14.35166873
Sample_701,-23.38446806,3.46550432
Sample_702,-34.25029042,-6.060780104
Sample_703,-22.79296838,-2.551473997
Sample_704,-19.99910557,2.633789785
Sample_705,-21.14055633,4.099921333
Sample_706,-34.83888812,-2.078422223
Sample_707,-39.49721673,-4.846422982
Sample_708,-29.55182437,2.720260715
Sample_709,-34.22642199,-5.023408573
Sample_711,-38.9163666,-5.143587704
Sample_712,-35.17674846,1.152121018
Sample_713,-29.42433382,-0.778928173
Sample_714,-36.26061941,0.239866937
Sample_715,-33.03517576,5.473388101
Sample_716,-37.02571717,1.16938623
Sample_717,-20.04371847,0.329820986
Sample_718,-18.12921102,-1.303271703
Sample_719,-25.28979945,-13.75946123
Sample_721,-25.58021589,-1.988490603
Sample_722,-23.10923854,3.396743909
Sample_723,-32.7686612,2.936415948
Sample_724,-31.57690813,1.340867739
Sample_725,-22.50238451,-9.33800471
Sample_726,-36.3795703,-4.24532384
Sample_727,-20.44980488,-9.48343109
Sample_728,-23.88750588,-9.038118185
Sample_729,-16.30517948,-12.91013428
Sample_730,-29.23168627,-7.393367359
Sample_732,-21.17307965,0.359052203
Sample_733,-34.63544769,-6.748453452
Sample_734,-32.74471308,-10.71342716
Sample_736,-32.95043237,-4.8914912
Sample_739,-39.59071776,-4.847677182
Sample_740,-30.65601874,1.851982297
Sample_741,-32.0089045,-5.071916614
Sample_742,-27.22020152,2.776203505
Sample_743,-20.59084111,-13.02168987
Sample_744,-32.28569989,-1.407455333
Sample_745,-31.25442421,-0.944630681
Sample_746,-24.04515192,-8.987461836
Sample_747,-24.95510801,5.07650786
Sample_748,-31.89969982,-8.434723111
Sample_749,-21.29161044,-12.25097889
Sample_750,-28.01756748,-5.251462962
Sample_751,-18.40409995,-11.65363304
Sample_752,-28.95293796,-2.328108362
Sample_753,-24.69050585,6.442580475
Sample_754,-27.65011997,-4.373969276
Sample_755,-24.52205536,-7.8626799
Sample_756,-25.09294649,-1.460565123
Sample_757,-21.38284282,-3.079641481
Sample_758,-33.37178824,-7.251549089
Sample_759,-32.22444441,2.341318807
Sample_760,-25.38173129,1.185584416
Sample_761,-26.51857322,4.045314052
Sample_762,-24.10541755,6.671330497
Sample_763,-23.30710617,1.022568759
Sample_764,-33.66097546,-5.815838468
Sample_765,-24.41005894,-4.045443245
Sample_766,-31.09491487,-1.029951411
Sample_767,-18.53341052,4.751402023
Sample_769,-33.24904611,2.70277153
Sample_770,-20.10531097,-8.716161074
Sample_771,-27.08798361,-3.682720579
Sample_772,-29.897048,-5.236764738
Sample_773,-34.36089024,0.96479859
Sample_774,-23.37360716,1.139269262
Sample_775,-24.45971236,6.205039404
Sample_776,-25.91155182,-11.95009305
Sample_777,-18.19969868,3.938413502
Sample_778,-32.22619739,-1.345339407
Sample_779,-26.13344093,6.717965945
Sample_780,-31.65459535,4.937264826
Sample_781,-19.98353933,-11.91068349
Sample_782,-34.14755253,5.343692435
Sample_783,-31.37795199,5.440935142
Sample_784,-22.96965253,-2.593050031
Sample_785,-32.36028316,3.41639853
Sample_786,-24.03972429,-9.993624368
Sample_787,-28.55825276,-12.63445548
Sample_788,-26.32332515,1.697077464
Sample_789,-23.06529917,-3.747090097
Sample_790,-28.38695024,-12.55169587
Sample_791,-31.97493579,-7.066021835
Sample_792,-22.90885358,1.183569234
Sample_793,-29.6707156,4.460777871
Sample_794,-22.10094995,-10.20190647
